x,y,LOCAL_DAY,SNOW_ON_GROUND,DIRECTION_MAX_GUST_FLAG,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE_FLAG,TOTAL_SNOW,MAX_REL_HUMIDITY,MAX_TEMPERATURE,TOTAL_RAIN_FLAG,COOLING_DEGREE_DAYS,LOCAL_DATE,LOCAL_MONTH,DIRECTION_MAX_GUST,MIN_TEMPERATURE,STATION_NAME,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS_FLAG,ID,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION_FLAG,HEATING_DEGREE_DAYS,PROVINCE_CODE,MIN_REL_HUMIDITY_FLAG,CLIMATE_IDENTIFIER,SPEED_MAX_GUST_FLAG,TOTAL_SNOW_FLAG,TOTAL_RAIN,MEAN_TEMPERATURE,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY_FLAG,SPEED_MAX_GUST,LOCAL_YEAR
-79.4,43.66666667,1,0,,,,0,,,,,2015-01-01 0:00,1,,,TORONTO,0,,6158350.2015.1.1,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,2,0,,,,0,,,,,2015-01-02 0:00,1,,,TORONTO,0,,6158350.2015.1.2,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,3,0,,,,5.4,,,,,2015-01-03 0:00,1,,,TORONTO,13.8,,6158350.2015.1.3,,,,ON,,6158350,,,8,,,,,,,2015
-79.4,43.66666667,4,0,,,,1.5,,,,,2015-01-04 0:00,1,,,TORONTO,5.6,,6158350.2015.1.4,,,,ON,,6158350,,,4.2,,,,,,,2015
-79.4,43.66666667,5,2,,,,0,,,,,2015-01-05 0:00,1,,,TORONTO,0,,6158350.2015.1.5,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,6,2,,,,0.6,,,,,2015-01-06 0:00,1,,,TORONTO,0.5,,6158350.2015.1.6,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,7,1,,,,0,,,,,2015-01-07 0:00,1,,,TORONTO,0,,6158350.2015.1.7,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,8,1,,,,2.4,,,,,2015-01-08 0:00,1,,,TORONTO,1.2,,6158350.2015.1.8,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,9,3,,,,1,,,,,2015-01-09 0:00,1,,,TORONTO,1.9,,6158350.2015.1.9,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,10,3,,,,0,,,,,2015-01-10 0:00,1,,,TORONTO,0,,6158350.2015.1.10,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,11,2,,,,2,,,,,2015-01-11 0:00,1,,,TORONTO,1.8,,6158350.2015.1.11,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,12,3,,,,0,,,,,2015-01-12 0:00,1,,,TORONTO,0.6,,6158350.2015.1.12,,,,ON,,6158350,,T,0,,,,,,,2015
-79.4,43.66666667,13,3,,,,0,,,,,2015-01-13 0:00,1,,,TORONTO,0,,6158350.2015.1.13,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,14,2,,,,0,,,,,2015-01-14 0:00,1,,,TORONTO,0,,6158350.2015.1.14,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,15,2,,,,0,,,,,2015-01-15 0:00,1,,,TORONTO,0,,6158350.2015.1.15,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,16,1,,,,0,,,,,2015-01-16 0:00,1,,,TORONTO,0,,6158350.2015.1.16,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,17,0,,,,0,,,T,,2015-01-17 0:00,1,,,TORONTO,0,,6158350.2015.1.17,,T,,ON,,6158350,,,0,,T,,,,,2015
-79.4,43.66666667,18,0,,,,0,,,,,2015-01-18 0:00,1,,,TORONTO,2.2,,6158350.2015.1.18,,,,ON,,6158350,,,2.2,,,,,,,2015
-79.4,43.66666667,19,0,,,,0,,,,,2015-01-19 0:00,1,,,TORONTO,0,,6158350.2015.1.19,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,20,0,,,,0,,,,,2015-01-20 0:00,1,,,TORONTO,0,,6158350.2015.1.20,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,21,0,,,,0,,,,,2015-01-21 0:00,1,,,TORONTO,0,,6158350.2015.1.21,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,22,0,,,,0,,,,,2015-01-22 0:00,1,,,TORONTO,0,,6158350.2015.1.22,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,23,0,,,,0,,,,,2015-01-23 0:00,1,,,TORONTO,0,,6158350.2015.1.23,,T,,ON,,6158350,,T,0,,,,,,,2015
-79.4,43.66666667,24,0,,,,0,,,,,2015-01-24 0:00,1,,,TORONTO,0,,6158350.2015.1.24,,T,,ON,,6158350,,T,0,,T,,,,,2015
-79.4,43.66666667,25,0,,,,1,,,,,2015-01-25 0:00,1,,,TORONTO,0.6,,6158350.2015.1.25,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,26,1,,,,0,,,,,2015-01-26 0:00,1,,,TORONTO,0,,6158350.2015.1.26,,T,,ON,,6158350,,T,0,,,,,,,2015
-79.4,43.66666667,27,0,,,,0,,,,,2015-01-27 0:00,1,,,TORONTO,0,,6158350.2015.1.27,,,,ON,,6158350,,,0,,T,,,,,2015
-79.4,43.66666667,28,0,,,,0,,,,,2015-01-28 0:00,1,,,TORONTO,0,,6158350.2015.1.28,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,29,0,,,,7,,,,,2015-01-29 0:00,1,,,TORONTO,8.2,,6158350.2015.1.29,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,30,7,,,,0,,,,,2015-01-30 0:00,1,,,TORONTO,0,,6158350.2015.1.30,,T,,ON,,6158350,,T,0,,,,,,,2015
-79.4,43.66666667,31,7,,,,0,,,,,2015-01-31 0:00,1,,,TORONTO,0,,6158350.2015.1.31,,T,,ON,,6158350,,T,0,,,,,,,2015
-79.4,43.66666667,1,7,,,,16,,,,,2015-02-01 0:00,2,,,TORONTO,14,,6158350.2015.2.1,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,2,21,,,,2,,,,,2015-02-02 0:00,2,,,TORONTO,1.8,,6158350.2015.2.2,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,3,20,,,,1,,,,,2015-02-03 0:00,2,,,TORONTO,0.8,,6158350.2015.2.3,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,4,19,,,,0,,,,,2015-02-04 0:00,2,,,TORONTO,0,,6158350.2015.2.4,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,5,19,,,,0,,,,,2015-02-05 0:00,2,,,TORONTO,0,,6158350.2015.2.5,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,6,18,,,,2,,,,,2015-02-06 0:00,2,,,TORONTO,2.8,,6158350.2015.2.6,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,7,19,,,,5,,,,,2015-02-07 0:00,2,,,TORONTO,6.8,,6158350.2015.2.7,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,8,23,,,,0.5,,,,,2015-02-08 0:00,2,,,TORONTO,0.2,,6158350.2015.2.8,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,9,22,,,,0,,,,,2015-02-09 0:00,2,,,TORONTO,0,,6158350.2015.2.9,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,10,21,,,,0,,,,,2015-02-10 0:00,2,,,TORONTO,0,,6158350.2015.2.10,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,11,19,,,,2.5,,,,,2015-02-11 0:00,2,,,TORONTO,2.1,,6158350.2015.2.11,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,12,20,,,,0,,,,,2015-02-12 0:00,2,,,TORONTO,0,,6158350.2015.2.12,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,13,18,,,,0.5,,,,,2015-02-13 0:00,2,,,TORONTO,1.8,,6158350.2015.2.13,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,14,17,,,,0,,,,,2015-02-14 0:00,2,,,TORONTO,0,,6158350.2015.2.14,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,15,17,,,,0,,,,,2015-02-15 0:00,2,,,TORONTO,0,,6158350.2015.2.15,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,16,17,,,,0,,,,,2015-02-16 0:00,2,,,TORONTO,0,,6158350.2015.2.16,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,17,17,,,,0.8,,,,,2015-02-17 0:00,2,,,TORONTO,0.4,,6158350.2015.2.17,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,18,18,,,,1,,,,,2015-02-18 0:00,2,,,TORONTO,0.6,,6158350.2015.2.18,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,19,18,,,,0,,,,,2015-02-19 0:00,2,,,TORONTO,0,,6158350.2015.2.19,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,20,18,,,,8,,,,,2015-02-20 0:00,2,,,TORONTO,5.2,,6158350.2015.2.20,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,21,26,,,,3.6,,,,,2015-02-21 0:00,2,,,TORONTO,3.6,,6158350.2015.2.21,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,22,27,,,,0,,,,,2015-02-22 0:00,2,,,TORONTO,0,,6158350.2015.2.22,,T,,ON,,6158350,,T,0,,,,,,,2015
-79.4,43.66666667,23,27,,,,0,,,,,2015-02-23 0:00,2,,,TORONTO,0,,6158350.2015.2.23,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,24,27,,,,1.8,,,,,2015-02-24 0:00,2,,,TORONTO,1.5,,6158350.2015.2.24,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,25,28,,,,0,,,,,2015-02-25 0:00,2,,,TORONTO,0,,6158350.2015.2.25,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,26,28,,,,0,,,,,2015-02-26 0:00,2,,,TORONTO,0,,6158350.2015.2.26,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,27,26,,,,0,,,,,2015-02-27 0:00,2,,,TORONTO,0,,6158350.2015.2.27,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,28,24,,,,0,,,,,2015-02-28 0:00,2,,,TORONTO,0,,6158350.2015.2.28,,T,,ON,,6158350,,T,0,,,,,,,2015
-79.4,43.66666667,1,23,,,,0,,,,,2015-03-01 0:00,3,,,TORONTO,0,,6158350.2015.3.1,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,2,22,,,,0.5,,,,,2015-03-02 0:00,3,,,TORONTO,0.4,,6158350.2015.3.2,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,3,22,,,,5,,,,,2015-03-03 0:00,3,,,TORONTO,6.4,,6158350.2015.3.3,,,,ON,,6158350,,,0.3,,,,,,,2015
-79.4,43.66666667,4,25,,,,0,,,,,2015-03-04 0:00,3,,,TORONTO,0,,6158350.2015.3.4,,T,,ON,,6158350,,T,0,,,,,,,2015
-79.4,43.66666667,5,25,,,,0,,,,,2015-03-05 0:00,3,,,TORONTO,0,,6158350.2015.3.5,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,6,24,,,,0,,,,,2015-03-06 0:00,3,,,TORONTO,0,,6158350.2015.3.6,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,7,23,,,,0,,,,,2015-03-07 0:00,3,,,TORONTO,0,,6158350.2015.3.7,,T,,ON,,6158350,,T,0,,,,,,,2015
-79.4,43.66666667,8,23,,,,0,,,,,2015-03-08 0:00,3,,,TORONTO,0,,6158350.2015.3.8,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,9,21,,,,0,,,,,2015-03-09 0:00,3,,,TORONTO,0,,6158350.2015.3.9,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,10,19,,,,0,,,,,2015-03-10 0:00,3,,,TORONTO,0,,6158350.2015.3.10,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,11,16,,,,0,,,,,2015-03-11 0:00,3,,,TORONTO,0,,6158350.2015.3.11,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,12,13,,,,0,,,,,2015-03-12 0:00,3,,,TORONTO,0,,6158350.2015.3.12,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,13,10,,,,0,,,,,2015-03-13 0:00,3,,,TORONTO,0.4,,6158350.2015.3.13,,,,ON,,6158350,,,0.4,,,,,,,2015
-79.4,43.66666667,14,7,,,,0,,,,,2015-03-14 0:00,3,,,TORONTO,0,,6158350.2015.3.14,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,15,4,,,,0,,,,,2015-03-15 0:00,3,,,TORONTO,0,,6158350.2015.3.15,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,16,3,,,,0,,,,,2015-03-16 0:00,3,,,TORONTO,3.1,,6158350.2015.3.16,,,,ON,,6158350,,,3.1,,,,,,,2015
-79.4,43.66666667,17,0,,,,0,,,,,2015-03-17 0:00,3,,,TORONTO,0,,6158350.2015.3.17,,,,ON,,6158350,,,0,,T,,,,,2015
-79.4,43.66666667,18,0,,,,0,,,,,2015-03-18 0:00,3,,,TORONTO,0,,6158350.2015.3.18,,,,ON,,6158350,,,0,,T,,,,,2015
-79.4,43.66666667,19,0,,,,0,,,,,2015-03-19 0:00,3,,,TORONTO,0,,6158350.2015.3.19,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,20,0,,,,0,,,,,2015-03-20 0:00,3,,,TORONTO,4.4,,6158350.2015.3.20,,,,ON,,6158350,,,4.4,,,,,,,2015
-79.4,43.66666667,21,0,,,,0,,,,,2015-03-21 0:00,3,,,TORONTO,0.2,,6158350.2015.3.21,,,,ON,,6158350,,,0.2,,,,,,,2015
-79.4,43.66666667,22,0,,,,0,,,,,2015-03-22 0:00,3,,,TORONTO,0,,6158350.2015.3.22,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,23,0,,,,0,,,,,2015-03-23 0:00,3,,,TORONTO,0.2,,6158350.2015.3.23,,,,ON,,6158350,,,0.2,,,,,,,2015
-79.4,43.66666667,24,0,,,,0,,,T,,2015-03-24 0:00,3,,,TORONTO,0,,6158350.2015.3.24,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,25,0,,,,0,,,,,2015-03-25 0:00,3,,,TORONTO,4.3,,6158350.2015.3.25,,,,ON,,6158350,,,4.3,,,,,,,2015
-79.4,43.66666667,26,0,,,,0,,,,,2015-03-26 0:00,3,,,TORONTO,3,,6158350.2015.3.26,,,,ON,,6158350,,T,2.7,,,,,,,2015
-79.4,43.66666667,27,0,,,,0,,,,,2015-03-27 0:00,3,,,TORONTO,0,,6158350.2015.3.27,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,28,0,,,,0,,,,,2015-03-28 0:00,3,,,TORONTO,0,,6158350.2015.3.28,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,29,0,,,,0,,,,,2015-03-29 0:00,3,,,TORONTO,0.7,,6158350.2015.3.29,,,,ON,,6158350,,,0.7,,,,,,,2015
-79.4,43.66666667,30,0,,,,0,,,,,2015-03-30 0:00,3,,,TORONTO,0,,6158350.2015.3.30,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,31,0,,,,0,,,,,2015-03-31 0:00,3,,,TORONTO,0,,6158350.2015.3.31,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,1,0,,,,0,,,,,2015-04-01 0:00,4,,,TORONTO,0,,6158350.2015.4.1,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,2,0,,,,0,,,,,2015-04-02 0:00,4,,,TORONTO,5.2,,6158350.2015.4.2,,,,ON,,6158350,,,5.2,,,,,,,2015
-79.4,43.66666667,3,0,,,,0,,,,,2015-04-03 0:00,4,,,TORONTO,1.4,,6158350.2015.4.3,,,,ON,,6158350,,,1.4,,,,,,,2015
-79.4,43.66666667,4,0,,,,1,,,,,2015-04-04 0:00,4,,,TORONTO,0.8,,6158350.2015.4.4,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,5,0,,,,0,,,,,2015-04-05 0:00,4,,,TORONTO,0,,6158350.2015.4.5,,T,,ON,,6158350,,T,0,,T,,,,,2015
-79.4,43.66666667,6,0,,,,0,,,,,2015-04-06 0:00,4,,,TORONTO,0,,6158350.2015.4.6,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,7,0,,,,0,,,,,2015-04-07 0:00,4,,,TORONTO,7.1,,6158350.2015.4.7,,,,ON,,6158350,,,7.1,,,,,,,2015
-79.4,43.66666667,8,0,,,,0,,,,,2015-04-08 0:00,4,,,TORONTO,12.4,,6158350.2015.4.8,,,,ON,,6158350,,,12.4,,,,,,,2015
-79.4,43.66666667,9,0,,,,0,,,,,2015-04-09 0:00,4,,,TORONTO,11.2,,6158350.2015.4.9,,,,ON,,6158350,,,11.2,,,,,,,2015
-79.4,43.66666667,10,0,,,,0,,,,,2015-04-10 0:00,4,,,TORONTO,0,,6158350.2015.4.10,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,11,0,,,,0,,,,,2015-04-11 0:00,4,,,TORONTO,0,,6158350.2015.4.11,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,12,0,,,,0,,,,,2015-04-12 0:00,4,,,TORONTO,3.8,,6158350.2015.4.12,,,,ON,,6158350,,,3.8,,,,,,,2015
-79.4,43.66666667,13,0,,,,0,,,,,2015-04-13 0:00,4,,,TORONTO,0.2,,6158350.2015.4.13,,,,ON,,6158350,,,0.2,,,,,,,2015
-79.4,43.66666667,14,0,,,,0,,,,,2015-04-14 0:00,4,,,TORONTO,0,,6158350.2015.4.14,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,1,0,,,,0,,,,,2015-11-01 0:00,11,,,TORONTO,0,,6158350.2015.11.1,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,2,0,,,,0,,,,,2015-11-02 0:00,11,,,TORONTO,0,,6158350.2015.11.2,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,3,0,,,,0,,,,,2015-11-03 0:00,11,,,TORONTO,0,,6158350.2015.11.3,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,4,0,,,,0,,,,,2015-11-04 0:00,11,,,TORONTO,0,,6158350.2015.11.4,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,5,0,,,,0,,,,,2015-11-05 0:00,11,,,TORONTO,1.4,,6158350.2015.11.5,,,,ON,,6158350,,,1.4,,,,,,,2015
-79.4,43.66666667,6,0,,,,0,,,,,2015-11-06 0:00,11,,,TORONTO,2.4,,6158350.2015.11.6,,,,ON,,6158350,,,2.4,,,,,,,2015
-79.4,43.66666667,7,0,,,,0,,,T,,2015-11-07 0:00,11,,,TORONTO,0,,6158350.2015.11.7,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,8,0,,,,0,,,,,2015-11-08 0:00,11,,,TORONTO,0,,6158350.2015.11.8,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,9,0,,,,0,,,,,2015-11-09 0:00,11,,,TORONTO,0,,6158350.2015.11.9,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,10,0,,,,0,,,,,2015-11-10 0:00,11,,,TORONTO,17.8,,6158350.2015.11.10,,,,ON,,6158350,,,17.8,,,,,,,2015
-79.4,43.66666667,11,0,,,,0,,,,,2015-11-11 0:00,11,,,TORONTO,1.2,,6158350.2015.11.11,,,,ON,,6158350,,,1.2,,,,,,,2015
-79.4,43.66666667,12,0,,,,0,,,,,2015-11-12 0:00,11,,,TORONTO,0.6,,6158350.2015.11.12,,,,ON,,6158350,,,0.6,,,,,,,2015
-79.4,43.66666667,13,0,,,,0,,,T,,2015-11-13 0:00,11,,,TORONTO,0,,6158350.2015.11.13,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,14,0,,,,0,,,,,2015-11-14 0:00,11,,,TORONTO,0,,6158350.2015.11.14,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,15,0,,,,0,,,,,2015-11-15 0:00,11,,,TORONTO,0,,6158350.2015.11.15,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,16,0,,,,0,,,,,2015-11-16 0:00,11,,,TORONTO,0,,6158350.2015.11.16,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,17,0,,,,0,,,,,2015-11-17 0:00,11,,,TORONTO,0,,6158350.2015.11.17,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,18,0,,,,0,,,,,2015-11-18 0:00,11,,,TORONTO,2,,6158350.2015.11.18,,,,ON,,6158350,,,2,,,,,,,2015
-79.4,43.66666667,19,0,,,,0,,,T,,2015-11-19 0:00,11,,,TORONTO,0,,6158350.2015.11.19,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,20,0,,,,0,,,,,2015-11-20 0:00,11,,,TORONTO,0,,6158350.2015.11.20,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,21,0,,,,0,,,,,2015-11-21 0:00,11,,,TORONTO,3.9,,6158350.2015.11.21,,,,ON,,6158350,,,3.9,,,,,,,2015
-79.4,43.66666667,22,0,,,,0,,,,,2015-11-22 0:00,11,,,TORONTO,0,,6158350.2015.11.22,,T,,ON,,6158350,,T,0,,,,,,,2015
-79.4,43.66666667,23,0,,,,0.4,,,,,2015-11-23 0:00,11,,,TORONTO,1.4,,6158350.2015.11.23,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,24,0,,,,0,,,,,2015-11-24 0:00,11,,,TORONTO,0,,6158350.2015.11.24,,,,ON,,6158350,,,0,,T,,,,,2015
-79.4,43.66666667,25,0,,,,0,,,,,2015-11-25 0:00,11,,,TORONTO,0,,6158350.2015.11.25,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,26,0,,,,0,,,,,2015-11-26 0:00,11,,,TORONTO,0,,6158350.2015.11.26,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,27,0,,,,0,,,,,2015-11-27 0:00,11,,,TORONTO,2.4,,6158350.2015.11.27,,,,ON,,6158350,,,2.4,,,,,,,2015
-79.4,43.66666667,28,0,,,,0,,,,,2015-11-28 0:00,11,,,TORONTO,0,,6158350.2015.11.28,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,29,0,,,,0,,,T,,2015-11-29 0:00,11,,,TORONTO,0,,6158350.2015.11.29,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,30,0,,,,0,,,T,,2015-11-30 0:00,11,,,TORONTO,0,,6158350.2015.11.30,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,1,0,,,,0,,,,,2015-12-01 0:00,12,,,TORONTO,2.1,,6158350.2015.12.1,,,,ON,,6158350,,,2.1,,,,,,,2015
-79.4,43.66666667,2,0,,,,0,,,,,2015-12-02 0:00,12,,,TORONTO,0,,6158350.2015.12.2,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,3,0,,,,0,,,T,,2015-12-03 0:00,12,,,TORONTO,0,,6158350.2015.12.3,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,4,0,,,,0,,,T,,2015-12-04 0:00,12,,,TORONTO,0,,6158350.2015.12.4,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,5,0,,,,0,,,T,,2015-12-05 0:00,12,,,TORONTO,0,,6158350.2015.12.5,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,6,0,,,,0,,,T,,2015-12-06 0:00,12,,,TORONTO,0,,6158350.2015.12.6,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,7,0,,,,0,,,T,,2015-12-07 0:00,12,,,TORONTO,0,,6158350.2015.12.7,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,8,0,,,,0,,,,,2015-12-08 0:00,12,,,TORONTO,0,,6158350.2015.12.8,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,9,0,,,,0,,,,,2015-12-09 0:00,12,,,TORONTO,0.2,,6158350.2015.12.9,,,,ON,,6158350,,,0.2,,,,,,,2015
-79.4,43.66666667,10,0,,,,0,,,,,2015-12-10 0:00,12,,,TORONTO,0,,6158350.2015.12.10,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,11,0,,,,0,,,,,2015-12-11 0:00,12,,,TORONTO,0,,6158350.2015.12.11,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,12,0,,,,0,,,T,,2015-12-12 0:00,12,,,TORONTO,0,,6158350.2015.12.12,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,13,0,,,,0,,,T,,2015-12-13 0:00,12,,,TORONTO,0,,6158350.2015.12.13,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,14,0,,,,0,,,,,2015-12-14 0:00,12,,,TORONTO,3.7,,6158350.2015.12.14,,,,ON,,6158350,,,3.7,,,,,,,2015
-79.4,43.66666667,15,0,,,,0,,,,,2015-12-15 0:00,12,,,TORONTO,1.1,,6158350.2015.12.15,,,,ON,,6158350,,,1.1,,,,,,,2015
-79.4,43.66666667,16,0,,,,0,,,,,2015-12-16 0:00,12,,,TORONTO,1,,6158350.2015.12.16,,,,ON,,6158350,,,1,,,,,,,2015
-79.4,43.66666667,17,0,,,,0,,,,,2015-12-17 0:00,12,,,TORONTO,0,,6158350.2015.12.17,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,18,0,,,,0,,,,,2015-12-18 0:00,12,,,TORONTO,0,,6158350.2015.12.18,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,19,0,,,,0,,,,,2015-12-19 0:00,12,,,TORONTO,0,,6158350.2015.12.19,,,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,20,0,,,,0,,,T,,2015-12-20 0:00,12,,,TORONTO,0,,6158350.2015.12.20,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,21,0,,,,0,,,,,2015-12-21 0:00,12,,,TORONTO,4.8,,6158350.2015.12.21,,,,ON,,6158350,,,4.8,,,,,,,2015
-79.4,43.66666667,22,0,,,,0,,,T,,2015-12-22 0:00,12,,,TORONTO,0,,6158350.2015.12.22,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,23,0,,,,0,,,,,2015-12-23 0:00,12,,,TORONTO,0.4,,6158350.2015.12.23,,,,ON,,6158350,,,0.4,,,,,,,2015
-79.4,43.66666667,24,0,,,,0,,,T,,2015-12-24 0:00,12,,,TORONTO,0,,6158350.2015.12.24,,T,,ON,,6158350,,,0,,,,,,,2015
-79.4,43.66666667,25,0,,,,0,,,,,2015-12-25 0:00,12,,,TORONTO,0,,6158350.2015.12.25,,,,ON,,6158350,,,0,,,,,,,2015
