x,y,MIN_REL_HUMIDITY,LOCAL_YEAR,HEATING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND,LOCAL_MONTH,STATION_NAME,TOTAL_SNOW_FLAG,LOCAL_DAY,MIN_REL_HUMIDITY_FLAG,ID,CLIMATE_IDENTIFIER,SNOW_ON_GROUND_FLAG,MIN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS,TOTAL_RAIN_FLAG,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE_FLAG,TOTAL_RAIN,TOTAL_SNOW,MAX_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,TOTAL_PRECIPITATION,MAX_TEMPERATURE,MEAN_TEMPERATURE,LOCAL_DATE,MAX_REL_HUMIDITY
-79.4,43.666666666666664,,2015,,,,,2,12,TORONTO,T,30,,6158350.2015.12.30,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2015-12-30 00:00:00,
-79.4,43.666666666666664,,2015,,,,,0,12,TORONTO,,31,,6158350.2015.12.31,6158350,T,,,,,,,ON,T,,,0,0.4,,,0,,,2015-12-31 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,1,,6158350.2016.1.1,6158350,T,,,,,,,ON,T,,,0,0.6,,,0,,,2016-01-01 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,T,2,,6158350.2016.1.2,6158350,,,,,,,,ON,T,,,0,0,,,0,,,2016-01-02 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,T,3,,6158350.2016.1.3,6158350,,,,,,,,ON,T,,,0,0,,,0,,,2016-01-03 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,4,,6158350.2016.1.4,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-04 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,5,,6158350.2016.1.5,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-05 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,6,,6158350.2016.1.6,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-06 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,7,,6158350.2016.1.7,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-07 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,8,,6158350.2016.1.8,6158350,,,,,,,,ON,,,,7.4,0,,,7.4,,,2016-01-08 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,9,,6158350.2016.1.9,6158350,,,,,,,,ON,,,,14,0,,,14,,,2016-01-09 00:00:00,
-79.4,43.666666666666664,,2016,,,,,1,1,TORONTO,,11,,6158350.2016.1.11,6158350,,,,,,,,ON,,,,0,6.4,,,4,,,2016-01-11 00:00:00,
-79.4,43.666666666666664,,2016,,,,,8,1,TORONTO,,12,,6158350.2016.1.12,6158350,,,,,,,,ON,,,,0,1,,,0.8,,,2016-01-12 00:00:00,
-79.4,43.666666666666664,,2016,,,,,7,1,TORONTO,T,13,,6158350.2016.1.13,6158350,,,,,,,,ON,,,,0,0,,,0.4,,,2016-01-13 00:00:00,
-79.4,43.666666666666664,,2016,,,,,6,1,TORONTO,,14,,6158350.2016.1.14,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-14 00:00:00,
-79.4,43.666666666666664,,2016,,,,,4,1,TORONTO,,15,,6158350.2016.1.15,6158350,,,,,,,,ON,,,,1.6,0,,,1.6,,,2016-01-15 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,16,,6158350.2016.1.16,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-16 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,17,,6158350.2016.1.17,6158350,,,,,,,,ON,,,,0,0.8,,,1,,,2016-01-17 00:00:00,
-79.4,43.666666666666664,,2016,,,,,1,1,TORONTO,T,18,,6158350.2016.1.18,6158350,,,,,,,,ON,T,,,0,0,,,0,,,2016-01-18 00:00:00,
-79.4,43.666666666666664,,2016,,,,,1,1,TORONTO,,19,,6158350.2016.1.19,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-19 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,T,20,,6158350.2016.1.20,6158350,,,,,,,,ON,T,,,0,0,,,0,,,2016-01-20 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,21,,6158350.2016.1.21,6158350,T,,,,,,,ON,,,,0,0,,,0,,,2016-01-21 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,22,,6158350.2016.1.22,6158350,T,,,,,,,ON,,,,0,0,,,0,,,2016-01-22 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,23,,6158350.2016.1.23,6158350,T,,,,,,,ON,,,,0,0,,,0,,,2016-01-23 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,24,,6158350.2016.1.24,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-24 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,25,,6158350.2016.1.25,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-25 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,T,26,,6158350.2016.1.26,6158350,,,,,,,,ON,T,,,0,0,,,0,,,2016-01-26 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,27,,6158350.2016.1.27,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-27 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,T,28,,6158350.2016.1.28,6158350,,,,,,,,ON,,,,0,0,,,1.6,,,2016-01-28 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,29,,6158350.2016.1.29,6158350,T,,,,,,,ON,,,,0,0,,,0,,,2016-01-29 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,30,,6158350.2016.1.30,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-01-30 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,1,TORONTO,,31,,6158350.2016.1.31,6158350,,,,,,,,ON,,,,3.9,0,,,3.9,,,2016-01-31 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,1,,6158350.2016.2.1,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-01 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,2,,6158350.2016.2.2,6158350,,,,,,,,ON,,,,9.2,0,,,9.2,,,2016-02-02 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,3,,6158350.2016.2.3,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-03 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,4,,6158350.2016.2.4,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-04 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,5,,6158350.2016.2.5,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-05 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,6,,6158350.2016.2.6,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-06 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,7,,6158350.2016.2.7,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-07 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,8,,6158350.2016.2.8,6158350,,,,,,T,,ON,,,,0,1.5,,,2.6,,,2016-02-08 00:00:00,
-79.4,43.666666666666664,,2016,,,,,3,2,TORONTO,,9,,6158350.2016.2.9,6158350,,,,,,,,ON,,,,0,1,,,1,,,2016-02-09 00:00:00,
-79.4,43.666666666666664,,2016,,,,,3,2,TORONTO,,10,,6158350.2016.2.10,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-10 00:00:00,
-79.4,43.666666666666664,,2016,,,,,2,2,TORONTO,,11,,6158350.2016.2.11,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-11 00:00:00,
-79.4,43.666666666666664,,2016,,,,,2,2,TORONTO,,12,,6158350.2016.2.12,6158350,,,,,,,,ON,,,,0,0.4,,,0.4,,,2016-02-12 00:00:00,
-79.4,43.666666666666664,,2016,,,,,3,2,TORONTO,,13,,6158350.2016.2.13,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-13 00:00:00,
-79.4,43.666666666666664,,2016,,,,,2,2,TORONTO,,14,,6158350.2016.2.14,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-14 00:00:00,
-79.4,43.666666666666664,,2016,,,,,2,2,TORONTO,,15,,6158350.2016.2.15,6158350,,,,,,,,ON,,,,0,5.6,,,6.2,,,2016-02-15 00:00:00,
-79.4,43.666666666666664,,2016,,,,,8,2,TORONTO,,16,,6158350.2016.2.16,6158350,,,,,,,,ON,,,,0,2,,,2.4,,,2016-02-16 00:00:00,
-79.4,43.666666666666664,,2016,,,,,10,2,TORONTO,,17,,6158350.2016.2.17,6158350,,,,,,,,ON,,,,0,1,,,1,,,2016-02-17 00:00:00,
-79.4,43.666666666666664,,2016,,,,,10,2,TORONTO,,18,,6158350.2016.2.18,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-18 00:00:00,
-79.4,43.666666666666664,,2016,,,,,8,2,TORONTO,,19,,6158350.2016.2.19,6158350,,,,,,,,ON,,,,1.8,0,,,1.8,,,2016-02-19 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,20,,6158350.2016.2.20,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-20 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,21,,6158350.2016.2.21,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-21 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,22,,6158350.2016.2.22,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-22 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,23,,6158350.2016.2.23,6158350,,,,,,,,ON,,,,0,0.4,,,0.6,,,2016-02-23 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,24,,6158350.2016.2.24,6158350,T,,,,,,,ON,,,,29.6,1.4,,,30.6,,,2016-02-24 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,25,,6158350.2016.2.25,6158350,T,,,,,,,ON,,,,0,1.6,,,1.2,,,2016-02-25 00:00:00,
-79.4,43.666666666666664,,2016,,,,,2,2,TORONTO,T,26,,6158350.2016.2.26,6158350,,,,,,,,ON,T,,,0,0,,,0,,,2016-02-26 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,27,,6158350.2016.2.27,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-02-27 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,,28,,6158350.2016.2.28,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-02-28 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,2,TORONTO,T,29,,6158350.2016.2.29,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-02-29 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,1,,6158350.2016.3.1,6158350,T,,,,,,,ON,,,,0,13,,,13.6,,,2016-03-01 00:00:00,
-79.4,43.666666666666664,,2016,,,,,12,3,TORONTO,,2,,6158350.2016.3.2,6158350,,,,,,,,ON,,,,0,0.6,,,0.4,,,2016-03-02 00:00:00,
-79.4,43.666666666666664,,2016,,,,,12,3,TORONTO,,3,,6158350.2016.3.3,6158350,,,,,,,,ON,,,,0,4.8,,,2.8,,,2016-03-03 00:00:00,
-79.4,43.666666666666664,,2016,,,,,14,3,TORONTO,,4,,6158350.2016.3.4,6158350,,,,,,,,ON,,,,0,0.8,,,0.4,,,2016-03-04 00:00:00,
-79.4,43.666666666666664,,2016,,,,,10,3,TORONTO,T,5,,6158350.2016.3.5,6158350,,,,,,,,ON,T,,,0,0,,,0,,,2016-03-05 00:00:00,
-79.4,43.666666666666664,,2016,,,,,9,3,TORONTO,,6,,6158350.2016.3.6,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-06 00:00:00,
-79.4,43.666666666666664,,2016,,,,,3,3,TORONTO,,7,,6158350.2016.3.7,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-07 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,8,,6158350.2016.3.8,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-08 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,9,,6158350.2016.3.9,6158350,,,,,,,,ON,,,,0.6,0,,,0.6,,,2016-03-09 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,10,,6158350.2016.3.10,6158350,,,,,,,,ON,,,,4.6,0,,,4.6,,,2016-03-10 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,11,,6158350.2016.3.11,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-11 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,12,,6158350.2016.3.12,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-12 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,13,,6158350.2016.3.13,6158350,,,,,,,,ON,,,,11.6,0,,,11.6,,,2016-03-13 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,14,,6158350.2016.3.14,6158350,,,,,,,,ON,,,,11.6,0,,,11.6,,,2016-03-14 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,15,,6158350.2016.3.15,6158350,,,,,,,,ON,,,,1.1,0,,,1.1,,,2016-03-15 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,16,,6158350.2016.3.16,6158350,,,,,,,,ON,,,,3.4,0,,,3.4,,,2016-03-16 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,17,,6158350.2016.3.17,6158350,,,,,,,,ON,,,,0.6,0,,,0.6,,,2016-03-17 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,18,,6158350.2016.3.18,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-18 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,19,,6158350.2016.3.19,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-19 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,20,,6158350.2016.3.20,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-20 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,21,,6158350.2016.3.21,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-21 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,22,,6158350.2016.3.22,6158350,,,,,,,,ON,,,,1.2,0,,,1.2,,,2016-03-22 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,23,,6158350.2016.3.23,6158350,,,,,,,,ON,,,,1.6,1,,,2.6,,,2016-03-23 00:00:00,
-79.4,43.666666666666664,,2016,,,,,1,3,TORONTO,T,24,,6158350.2016.3.24,6158350,,,,,,,,ON,,,,9.6,0,,,9.6,,,2016-03-24 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,25,,6158350.2016.3.25,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-03-25 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,26,,6158350.2016.3.26,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-26 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,27,,6158350.2016.3.27,6158350,,,,,,,,ON,,,,6.6,0,,,6.6,,,2016-03-27 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,28,,6158350.2016.3.28,6158350,,,,,,,,ON,,,,1.2,0,,,1.2,,,2016-03-28 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,29,,6158350.2016.3.29,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-03-29 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,30,,6158350.2016.3.30,6158350,,,,,,,,ON,,,,6.8,0,,,6.8,,,2016-03-30 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,3,TORONTO,,31,,6158350.2016.3.31,6158350,,,,,,,,ON,,,,19.8,0,,,19.8,,,2016-03-31 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,1,,6158350.2016.4.1,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-04-01 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,T,2,,6158350.2016.4.2,6158350,,,,,,,,ON,,,,0,0,,,1.8,,,2016-04-02 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,3,,6158350.2016.4.3,6158350,T,,,,,,,ON,,,,0,7.6,,,10.6,,,2016-04-03 00:00:00,
-79.4,43.666666666666664,,2016,,,,,8,4,TORONTO,T,4,,6158350.2016.4.4,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-04-04 00:00:00,
-79.4,43.666666666666664,,2016,,,,,6,4,TORONTO,,5,,6158350.2016.4.5,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-04-05 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,6,,6158350.2016.4.6,6158350,,,,,,,,ON,,,,3.6,0,,,3.6,,,2016-04-06 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,7,,6158350.2016.4.7,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-04-07 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,8,,6158350.2016.4.8,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-04-08 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,9,,6158350.2016.4.9,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-04-09 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,10,,6158350.2016.4.10,6158350,,,,,,,,ON,,,,7,3,,,10,,,2016-04-10 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,11,,6158350.2016.4.11,6158350,,,,,,,,ON,,,,1.2,0,,,1.2,,,2016-04-11 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,12,,6158350.2016.4.12,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-04-12 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,13,,6158350.2016.4.13,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-04-13 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,4,TORONTO,,14,,6158350.2016.4.14,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-04-14 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,1,,6158350.2016.11.1,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-01 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,2,,6158350.2016.11.2,6158350,,,,,,,,ON,,,,24.2,0,,,24.2,,,2016-11-02 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,3,,6158350.2016.11.3,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-03 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,4,,6158350.2016.11.4,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-04 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,5,,6158350.2016.11.5,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-05 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,6,,6158350.2016.11.6,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-06 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,7,,6158350.2016.11.7,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-07 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,8,,6158350.2016.11.8,6158350,,,,,,,,ON,,,,1.8,0,,,1.8,,,2016-11-08 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,9,,6158350.2016.11.9,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-09 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,10,,6158350.2016.11.10,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-10 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,11,,6158350.2016.11.11,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-11 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,12,,6158350.2016.11.12,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-12 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,13,,6158350.2016.11.13,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-13 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,14,,6158350.2016.11.14,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-14 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,15,,6158350.2016.11.15,6158350,,,,,,,,ON,,,,0.2,0,,,0.2,,,2016-11-15 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,16,,6158350.2016.11.16,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-11-16 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,17,,6158350.2016.11.17,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-17 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,18,,6158350.2016.11.18,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-11-18 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,T,19,,6158350.2016.11.19,6158350,,,,,,,,ON,,,,0.6,0,,,1,,,2016-11-19 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,20,,6158350.2016.11.20,6158350,T,,,,,,,ON,,,,0,1.2,,,3,,,2016-11-20 00:00:00,
-79.4,43.666666666666664,,2016,,,,,1,11,TORONTO,,21,,6158350.2016.11.21,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-21 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,22,,6158350.2016.11.22,6158350,T,,,,,,,ON,,,,0,0,,,0,,,2016-11-22 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,23,,6158350.2016.11.23,6158350,,,,,,,,ON,,,,3.6,0,,,3.6,,,2016-11-23 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,24,,6158350.2016.11.24,6158350,,,,,,,,ON,,,,1.8,0,,,1.8,,,2016-11-24 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,25,,6158350.2016.11.25,6158350,,,,,,,,ON,,,,1.6,0,,,1.6,,,2016-11-25 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,26,,6158350.2016.11.26,6158350,,,,,,,,ON,,,,3,0,,,3,,,2016-11-26 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,27,,6158350.2016.11.27,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-11-27 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,28,,6158350.2016.11.28,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-11-28 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,29,,6158350.2016.11.29,6158350,,,,,,,,ON,,,,4,0,,,4,,,2016-11-29 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,11,TORONTO,,30,,6158350.2016.11.30,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-11-30 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,,1,,6158350.2016.12.1,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-12-01 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,,2,,6158350.2016.12.2,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-12-02 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,,3,,6158350.2016.12.3,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-12-03 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,,4,,6158350.2016.12.4,6158350,,,,,,,,ON,,,,7,0,,,7,,,2016-12-04 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,,5,,6158350.2016.12.5,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-12-05 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,,6,,6158350.2016.12.6,6158350,,,,,,,,ON,,,,5.4,0,,,5.4,,,2016-12-06 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,,7,,6158350.2016.12.7,6158350,,,,,,T,,ON,T,,,0,0,,,0,,,2016-12-07 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,T,8,,6158350.2016.12.8,6158350,,,,,,T,,ON,,,,0,0,,,0.6,,,2016-12-08 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,,9,,6158350.2016.12.9,6158350,T,,,,,,,ON,,,,0,0,,,0,,,2016-12-09 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,T,10,,6158350.2016.12.10,6158350,T,,,,,,,ON,,,,0,0,,,0,,,2016-12-10 00:00:00,
-79.4,43.666666666666664,,2016,,,,,0,12,TORONTO,,11,,6158350.2016.12.11,6158350,T,,,,,,,ON,,,,0,12.4,,,14.4,,,2016-12-11 00:00:00,
-79.4,43.666666666666664,,2016,,,,,13,12,TORONTO,,12,,6158350.2016.12.12,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-12-12 00:00:00,
-79.4,43.666666666666664,,2016,,,,,12,12,TORONTO,T,13,,6158350.2016.12.13,6158350,,,,,,,,ON,,,,0,0,,,0,,,2016-12-13 00:00:00,
-79.4,43.666666666666664,,2016,,,,,10,12,TORONTO,,14,,6158350.2016.12.14,6158350,,,,,,,,ON,,,,0,2,,,1.2,,,2016-12-14 00:00:00,
-79.4,43.666666666666664,,2016,,,,,11,12,TORONTO,,15,,6158350.2016.12.15,6158350,,,,,,,,ON,,,,0,5,,,3.2,,,2016-12-15 00:00:00,
-79.4,43.666666666666664,,2016,,,,,16,12,TORONTO,,16,,6158350.2016.12.16,6158350,,,,,,,,ON,,,,0,14.2,,,13.8,,,2016-12-16 00:00:00,
