id,type,longitude,latitude,TEMP_FLAG,HUMIDEX_FLAG,LOCAL_MONTH,PRECIP_AMOUNT_FLAG,WINDCHILL_FLAG,WIND_SPEED_FLAG,LOCAL_DATE,RELATIVE_HUMIDITY_FLAG,WEATHER_ENG_DESC,LOCAL_HOUR,RELATIVE_HUMIDITY,LOCAL_DAY,STATION_PRESSURE_FLAG,WIND_SPEED,VISIBILITY,LOCAL_YEAR,UTC_DAY,TEMP,DEW_POINT_TEMP,PROVINCE_CODE,CLIMATE_IDENTIFIER,HUMIDEX,ID,WIND_DIRECTION_FLAG,WINDCHILL,DEW_POINT_TEMP_FLAG,UTC_YEAR,UTC_MONTH,STATION_PRESSURE,WIND_DIRECTION,STATION_NAME,PRECIP_AMOUNT,VISIBILITY_FLAG,UTC_DATE,WEATHER_FRE_DESC
6049443.2017.2.14.11,Feature,-89.11944444444444,48.369166666666665,,,2,M,,,2017-02-14 11:00:00,,,11,62.0,14,,54.0,,2017,14,0.5,-5.8,ON,6049443,,6049443.2017.2.14.11,,,,2017,2,97.3,31.0,WELCOME ISLAND (AUT),,,2017-02-14T16:00:00,ND
6049443.2017.2.14.12,Feature,-89.11944444444444,48.369166666666665,,,2,M,,,2017-02-14 12:00:00,,,12,65.0,14,,52.0,,2017,14,0.4,-5.4,ON,6049443,,6049443.2017.2.14.12,,,,2017,2,97.39,31.0,WELCOME ISLAND (AUT),,,2017-02-14T17:00:00,ND
6049443.2017.2.14.14,Feature,-89.11944444444444,48.369166666666665,,,2,M,,,2017-02-14 14:00:00,,,14,60.0,14,,52.0,,2017,14,-0.6,-7.4,ON,6049443,,6049443.2017.2.14.14,,-9.0,,2017,2,97.55,32.0,WELCOME ISLAND (AUT),,,2017-02-14T19:00:00,ND
6049443.2017.2.14.16,Feature,-89.11944444444444,48.369166666666665,,,2,M,,,2017-02-14 16:00:00,,,16,62.0,14,,52.0,,2017,14,-1.4,-7.7,ON,6049443,,6049443.2017.2.14.16,,-10.0,,2017,2,97.8,32.0,WELCOME ISLAND (AUT),,,2017-02-14T21:00:00,ND
6049443.2017.2.14.17,Feature,-89.11944444444444,48.369166666666665,,,2,M,,,2017-02-14 17:00:00,,,17,66.0,14,,52.0,,2017,14,-2.5,-7.9,ON,6049443,,6049443.2017.2.14.17,,-12.0,,2017,2,97.92,32.0,WELCOME ISLAND (AUT),,,2017-02-14T22:00:00,ND
6049443.2017.2.14.19,Feature,-89.11944444444444,48.369166666666665,,,2,M,,,2017-02-14 19:00:00,,,19,72.0,14,,55.0,,2017,15,-4.1,-8.4,ON,6049443,,6049443.2017.2.14.19,,-14.0,,2017,2,98.26,33.0,WELCOME ISLAND (AUT),,,2017-02-15T00:00:00,ND
6049443.2017.5.18.4,Feature,-89.11944444444444,48.369166666666665,,,5,M,,,2017-05-18 04:00:00,,,4,88.0,18,,53.0,,2017,18,4.4,2.6,ON,6049443,,6049443.2017.5.18.4,,,,2017,5,97.94,2.0,WELCOME ISLAND (AUT),,,2017-05-18T09:00:00,ND
6049443.2017.6.14.4,Feature,-89.11944444444444,48.369166666666665,,,6,M,,,2017-06-14 04:00:00,,,4,86.0,14,,51.0,,2017,14,10.3,8.0,ON,6049443,,6049443.2017.6.14.4,,,,2017,6,98.77,10.0,WELCOME ISLAND (AUT),,,2017-06-14T09:00:00,ND
6049443.2017.8.22.16,Feature,-89.11944444444444,48.369166666666665,,,8,M,,,2017-08-22 16:00:00,,,16,76.0,22,,54.0,,2017,22,16.1,11.8,ON,6049443,,6049443.2017.8.22.16,,,,2017,8,98.26,31.0,WELCOME ISLAND (AUT),,,2017-08-22T21:00:00,ND
6049443.2017.10.24.4,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 04:00:00,,,4,83.0,24,,61.0,,2017,24,8.9,6.2,ON,6049443,,6049443.2017.10.24.4,,,,2017,10,97.67,35.0,WELCOME ISLAND (AUT),,,2017-10-24T09:00:00,ND
6049443.2017.10.24.5,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 05:00:00,,,5,82.0,24,,70.0,,2017,24,8.1,5.2,ON,6049443,,6049443.2017.10.24.5,,,,2017,10,97.66,35.0,WELCOME ISLAND (AUT),,,2017-10-24T10:00:00,ND
6049443.2017.10.24.6,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 06:00:00,,,6,80.0,24,,61.0,,2017,24,6.8,3.5,ON,6049443,,6049443.2017.10.24.6,,,,2017,10,97.7,34.0,WELCOME ISLAND (AUT),,,2017-10-24T11:00:00,ND
6049443.2017.10.24.7,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 07:00:00,,,7,82.0,24,,61.0,,2017,24,5.7,2.8,ON,6049443,,6049443.2017.10.24.7,,,,2017,10,97.7,34.0,WELCOME ISLAND (AUT),,,2017-10-24T12:00:00,ND
6049443.2017.10.24.8,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 08:00:00,,,8,82.0,24,,67.0,,2017,24,5.0,2.2,ON,6049443,,6049443.2017.10.24.8,,,,2017,10,97.77,34.0,WELCOME ISLAND (AUT),,,2017-10-24T13:00:00,ND
6049443.2017.10.24.9,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 09:00:00,,,9,82.0,24,,70.0,,2017,24,4.5,1.7,ON,6049443,,6049443.2017.10.24.9,,,,2017,10,97.79,34.0,WELCOME ISLAND (AUT),,,2017-10-24T14:00:00,ND
6049443.2017.10.24.10,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 10:00:00,,,10,83.0,24,,58.0,,2017,24,4.3,1.6,ON,6049443,,6049443.2017.10.24.10,,,,2017,10,97.85,34.0,WELCOME ISLAND (AUT),,,2017-10-24T15:00:00,ND
6049443.2017.10.24.11,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 11:00:00,,,11,79.0,24,,58.0,,2017,24,3.7,0.4,ON,6049443,,6049443.2017.10.24.11,,,,2017,10,97.84,33.0,WELCOME ISLAND (AUT),,,2017-10-24T16:00:00,ND
6049443.2017.10.24.12,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 12:00:00,,,12,73.0,24,,62.0,,2017,24,3.1,-1.2,ON,6049443,,6049443.2017.10.24.12,,,,2017,10,97.81,33.0,WELCOME ISLAND (AUT),,,2017-10-24T17:00:00,ND
6049443.2017.10.24.13,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 13:00:00,,,13,73.0,24,,56.0,,2017,24,3.1,-1.3,ON,6049443,,6049443.2017.10.24.13,,,,2017,10,97.82,34.0,WELCOME ISLAND (AUT),,,2017-10-24T18:00:00,ND
6049443.2017.10.24.14,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 14:00:00,,,14,73.0,24,,59.0,,2017,24,2.9,-1.4,ON,6049443,,6049443.2017.10.24.14,,,,2017,10,97.79,33.0,WELCOME ISLAND (AUT),,,2017-10-24T19:00:00,ND
6049443.2017.10.24.15,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 15:00:00,,,15,70.0,24,,56.0,,2017,24,3.5,-1.5,ON,6049443,,6049443.2017.10.24.15,,,,2017,10,97.81,34.0,WELCOME ISLAND (AUT),,,2017-10-24T20:00:00,ND
6049443.2017.10.24.16,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 16:00:00,,,16,70.0,24,,51.0,,2017,24,3.8,-1.2,ON,6049443,,6049443.2017.10.24.16,,,,2017,10,97.89,33.0,WELCOME ISLAND (AUT),,,2017-10-24T21:00:00,ND
6049443.2017.10.24.22,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-24 22:00:00,,,22,68.0,24,,51.0,,2017,25,2.9,-2.3,ON,6049443,,6049443.2017.10.24.22,,,,2017,10,97.86,33.0,WELCOME ISLAND (AUT),,,2017-10-25T03:00:00,ND
6049443.2017.10.26.16,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-26 16:00:00,,,16,92.0,26,,54.0,,2017,26,5.1,3.8,ON,6049443,,6049443.2017.10.26.16,,,,2017,10,98.27,10.0,WELCOME ISLAND (AUT),,,2017-10-26T21:00:00,ND
6049443.2017.10.26.17,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-26 17:00:00,,,17,91.0,26,,62.0,,2017,26,4.4,3.1,ON,6049443,,6049443.2017.10.26.17,,,,2017,10,98.3,9.0,WELCOME ISLAND (AUT),,,2017-10-26T22:00:00,ND
6049443.2017.10.26.18,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-26 18:00:00,,,18,94.0,26,,58.0,,2017,26,3.5,2.6,ON,6049443,,6049443.2017.10.26.18,,,,2017,10,98.41,7.0,WELCOME ISLAND (AUT),,,2017-10-26T23:00:00,ND
6049443.2017.10.26.19,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-26 19:00:00,,,19,96.0,26,,60.0,,2017,27,2.7,2.0,ON,6049443,,6049443.2017.10.26.19,,,,2017,10,98.45,6.0,WELCOME ISLAND (AUT),,,2017-10-27T00:00:00,ND
6049443.2017.10.26.20,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-26 20:00:00,,,20,95.0,26,,57.0,,2017,27,2.6,1.8,ON,6049443,,6049443.2017.10.26.20,,,,2017,10,98.51,5.0,WELCOME ISLAND (AUT),,,2017-10-27T01:00:00,ND
6049443.2017.10.26.21,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-26 21:00:00,,,21,95.0,26,,63.0,,2017,27,2.4,1.6,ON,6049443,,6049443.2017.10.26.21,,,,2017,10,98.53,5.0,WELCOME ISLAND (AUT),,,2017-10-27T02:00:00,ND
6049443.2017.10.26.22,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-26 22:00:00,,,22,94.0,26,,65.0,,2017,27,2.4,1.6,ON,6049443,,6049443.2017.10.26.22,,,,2017,10,98.56,5.0,WELCOME ISLAND (AUT),,,2017-10-27T03:00:00,ND
6049443.2017.10.26.23,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-26 23:00:00,,,23,92.0,26,,61.0,,2017,27,2.4,1.2,ON,6049443,,6049443.2017.10.26.23,,,,2017,10,98.6,5.0,WELCOME ISLAND (AUT),,,2017-10-27T04:00:00,ND
6049443.2017.10.27.0,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 00:00:00,,,0,91.0,27,,57.0,,2017,27,1.6,0.3,ON,6049443,,6049443.2017.10.27.0,,,,2017,10,98.59,4.0,WELCOME ISLAND (AUT),,,2017-10-27T05:00:00,ND
6049443.2017.10.27.1,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 01:00:00,,,1,92.0,27,,59.0,,2017,27,1.0,-0.1,ON,6049443,,6049443.2017.10.27.1,,,,2017,10,98.57,4.0,WELCOME ISLAND (AUT),,,2017-10-27T06:00:00,ND
6049443.2017.10.27.2,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 02:00:00,,,2,95.0,27,,57.0,,2017,27,1.0,0.3,ON,6049443,,6049443.2017.10.27.2,,,,2017,10,98.53,3.0,WELCOME ISLAND (AUT),,,2017-10-27T07:00:00,ND
6049443.2017.10.27.3,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 03:00:00,,,3,91.0,27,,57.0,,2017,27,0.8,-0.5,ON,6049443,,6049443.2017.10.27.3,,,,2017,10,98.55,4.0,WELCOME ISLAND (AUT),,,2017-10-27T08:00:00,ND
6049443.2017.10.27.4,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 04:00:00,,,4,90.0,27,,59.0,,2017,27,0.8,-0.6,ON,6049443,,6049443.2017.10.27.4,,,,2017,10,98.49,3.0,WELCOME ISLAND (AUT),,,2017-10-27T09:00:00,ND
6049443.2017.10.27.5,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 05:00:00,,,5,89.0,27,,57.0,,2017,27,1.0,-0.5,ON,6049443,,6049443.2017.10.27.5,,,,2017,10,98.48,3.0,WELCOME ISLAND (AUT),,,2017-10-27T10:00:00,ND
6049443.2017.10.27.6,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 06:00:00,,,6,88.0,27,,55.0,,2017,27,1.3,-0.5,ON,6049443,,6049443.2017.10.27.6,,,,2017,10,98.5,4.0,WELCOME ISLAND (AUT),,,2017-10-27T11:00:00,ND
6049443.2017.10.27.7,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 07:00:00,,,7,90.0,27,,51.0,,2017,27,1.5,0.0,ON,6049443,,6049443.2017.10.27.7,,,,2017,10,98.52,3.0,WELCOME ISLAND (AUT),,,2017-10-27T12:00:00,ND
6049443.2017.10.27.9,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 09:00:00,,,9,88.0,27,,53.0,,2017,27,1.5,-0.3,ON,6049443,,6049443.2017.10.27.9,,,,2017,10,98.62,3.0,WELCOME ISLAND (AUT),,,2017-10-27T14:00:00,ND
6049443.2017.10.27.10,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 10:00:00,,,10,90.0,27,,55.0,,2017,27,1.6,0.1,ON,6049443,,6049443.2017.10.27.10,,,,2017,10,98.64,4.0,WELCOME ISLAND (AUT),,,2017-10-27T15:00:00,ND
6049443.2017.10.27.11,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 11:00:00,,,11,86.0,27,,57.0,,2017,27,1.8,-0.4,ON,6049443,,6049443.2017.10.27.11,,,,2017,10,98.62,4.0,WELCOME ISLAND (AUT),,,2017-10-27T16:00:00,ND
6049443.2017.10.27.12,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 12:00:00,,,12,82.0,27,,57.0,,2017,27,2.1,-0.6,ON,6049443,,6049443.2017.10.27.12,,,,2017,10,98.59,3.0,WELCOME ISLAND (AUT),,,2017-10-27T17:00:00,ND
6049443.2017.10.27.13,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 13:00:00,,,13,78.0,27,,57.0,,2017,27,2.2,-1.2,ON,6049443,,6049443.2017.10.27.13,,,,2017,10,98.55,3.0,WELCOME ISLAND (AUT),,,2017-10-27T18:00:00,ND
6049443.2017.10.27.14,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 14:00:00,,,14,80.0,27,,53.0,,2017,27,2.0,-1.1,ON,6049443,,6049443.2017.10.27.14,,,,2017,10,98.51,3.0,WELCOME ISLAND (AUT),,,2017-10-27T19:00:00,ND
6049443.2017.10.27.15,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 15:00:00,,,15,79.0,27,,53.0,,2017,27,1.9,-1.4,ON,6049443,,6049443.2017.10.27.15,,,,2017,10,98.51,3.0,WELCOME ISLAND (AUT),,,2017-10-27T20:00:00,ND
6049443.2017.10.27.17,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 17:00:00,,,17,84.0,27,,52.0,,2017,27,1.8,-0.6,ON,6049443,,6049443.2017.10.27.17,,,,2017,10,98.49,2.0,WELCOME ISLAND (AUT),,,2017-10-27T22:00:00,ND
6049443.2017.10.27.18,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 18:00:00,,,18,82.0,27,,51.0,,2017,27,1.7,-1.1,ON,6049443,,6049443.2017.10.27.18,,,,2017,10,98.54,2.0,WELCOME ISLAND (AUT),,,2017-10-27T23:00:00,ND
6049443.2017.10.27.19,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 19:00:00,,,19,82.0,27,,53.0,,2017,28,1.6,-1.1,ON,6049443,,6049443.2017.10.27.19,,,,2017,10,98.56,2.0,WELCOME ISLAND (AUT),,,2017-10-28T00:00:00,ND
6049443.2017.10.27.20,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 20:00:00,,,20,80.0,27,,52.0,,2017,28,1.4,-1.6,ON,6049443,,6049443.2017.10.27.20,,,,2017,10,98.56,1.0,WELCOME ISLAND (AUT),,,2017-10-28T01:00:00,ND
6049443.2017.10.27.22,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-27 22:00:00,,,22,84.0,27,,54.0,,2017,28,0.7,-1.7,ON,6049443,,6049443.2017.10.27.22,,,,2017,10,98.51,1.0,WELCOME ISLAND (AUT),,,2017-10-28T03:00:00,ND
6049443.2017.10.28.1,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-28 01:00:00,,,1,83.0,28,,53.0,,2017,28,1.3,-1.3,ON,6049443,,6049443.2017.10.28.1,,,,2017,10,98.4,1.0,WELCOME ISLAND (AUT),,,2017-10-28T06:00:00,ND
6049443.2017.10.28.2,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-28 02:00:00,,,2,78.0,28,,55.0,,2017,28,1.0,-2.4,ON,6049443,,6049443.2017.10.28.2,,,,2017,10,98.37,1.0,WELCOME ISLAND (AUT),,,2017-10-28T07:00:00,ND
6049443.2017.10.28.3,Feature,-89.11944444444444,48.369166666666665,,,10,M,,,2017-10-28 03:00:00,,,3,84.0,28,,51.0,,2017,28,1.1,-1.4,ON,6049443,,6049443.2017.10.28.3,,,,2017,10,98.39,1.0,WELCOME ISLAND (AUT),,,2017-10-28T08:00:00,ND
6049443.2017.11.9.16,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-09 16:00:00,,,16,66.0,9,,54.0,,2017,9,-10.7,-15.8,ON,6049443,,6049443.2017.11.9.16,,-23.0,,2017,11,99.88,32.0,WELCOME ISLAND (AUT),,,2017-11-09T21:00:00,ND
6049443.2017.11.9.17,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-09 17:00:00,,,17,67.0,9,,52.0,,2017,9,-12.2,-17.0,ON,6049443,,6049443.2017.11.9.17,,-25.0,,2017,11,100.09,32.0,WELCOME ISLAND (AUT),,,2017-11-09T22:00:00,ND
6049443.2017.11.19.1,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-19 01:00:00,,,1,70.0,19,,51.0,,2017,19,-6.0,-10.6,ON,6049443,,6049443.2017.11.19.1,,-16.0,,2017,11,98.47,32.0,WELCOME ISLAND (AUT),,,2017-11-19T06:00:00,ND
6049443.2017.11.21.4,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 04:00:00,,,4,73.0,21,,56.0,,2017,21,1.3,-3.0,ON,6049443,,6049443.2017.11.21.4,,,,2017,11,96.33,29.0,WELCOME ISLAND (AUT),,,2017-11-21T09:00:00,ND
6049443.2017.11.21.5,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 05:00:00,,,5,69.0,21,,53.0,,2017,21,0.0,-5.0,ON,6049443,,6049443.2017.11.21.5,,-8.0,,2017,11,96.55,29.0,WELCOME ISLAND (AUT),,,2017-11-21T10:00:00,ND
6049443.2017.11.21.7,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 07:00:00,,,7,73.0,21,,60.0,,2017,21,-3.5,-7.7,ON,6049443,,6049443.2017.11.21.7,,-14.0,,2017,11,97.0,31.0,WELCOME ISLAND (AUT),,,2017-11-21T12:00:00,ND
6049443.2017.11.21.8,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 08:00:00,,,8,73.0,21,,57.0,,2017,21,-5.2,-9.2,ON,6049443,,6049443.2017.11.21.8,,-16.0,,2017,11,97.33,32.0,WELCOME ISLAND (AUT),,,2017-11-21T13:00:00,ND
6049443.2017.11.21.9,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 09:00:00,,,9,74.0,21,,53.0,,2017,21,-5.9,-9.7,ON,6049443,,6049443.2017.11.21.9,,-16.0,,2017,11,97.59,32.0,WELCOME ISLAND (AUT),,,2017-11-21T14:00:00,ND
6049443.2017.11.21.10,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 10:00:00,,,10,73.0,21,,64.0,,2017,21,-6.5,-10.6,ON,6049443,,6049443.2017.11.21.10,,-18.0,,2017,11,97.83,32.0,WELCOME ISLAND (AUT),,,2017-11-21T15:00:00,ND
6049443.2017.11.21.11,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 11:00:00,,,11,70.0,21,,60.0,,2017,21,-7.2,-11.8,ON,6049443,,6049443.2017.11.21.11,,-19.0,,2017,11,98.11,33.0,WELCOME ISLAND (AUT),,,2017-11-21T16:00:00,ND
6049443.2017.11.21.12,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 12:00:00,,,12,73.0,21,,52.0,,2017,21,-6.5,-10.6,ON,6049443,,6049443.2017.11.21.12,,-17.0,,2017,11,98.32,33.0,WELCOME ISLAND (AUT),,,2017-11-21T17:00:00,ND
6049443.2017.11.21.13,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 13:00:00,,,13,65.0,21,,55.0,,2017,21,-5.9,-11.5,ON,6049443,,6049443.2017.11.21.13,,-17.0,,2017,11,98.42,32.0,WELCOME ISLAND (AUT),,,2017-11-21T18:00:00,ND
6049443.2017.11.21.15,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 15:00:00,,,15,64.0,21,,54.0,,2017,21,-5.9,-11.6,ON,6049443,,6049443.2017.11.21.15,,-17.0,,2017,11,98.73,31.0,WELCOME ISLAND (AUT),,,2017-11-21T20:00:00,ND
6049443.2017.11.21.16,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 16:00:00,,,16,71.0,21,,55.0,,2017,21,-6.2,-10.6,ON,6049443,,6049443.2017.11.21.16,,-17.0,,2017,11,98.87,31.0,WELCOME ISLAND (AUT),,,2017-11-21T21:00:00,ND
6049443.2017.11.21.17,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 17:00:00,,,17,69.0,21,,52.0,,2017,21,-6.2,-11.0,ON,6049443,,6049443.2017.11.21.17,,-17.0,,2017,11,99.02,31.0,WELCOME ISLAND (AUT),,,2017-11-21T22:00:00,ND
6049443.2017.11.21.18,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-21 18:00:00,,,18,68.0,21,,56.0,,2017,21,-6.3,-11.3,ON,6049443,,6049443.2017.11.21.18,,-17.0,,2017,11,99.13,30.0,WELCOME ISLAND (AUT),,,2017-11-21T23:00:00,ND
6049443.2017.11.22.1,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-22 01:00:00,,,1,72.0,22,,51.0,,2017,22,-6.2,-10.4,ON,6049443,,6049443.2017.11.22.1,,-17.0,,2017,11,99.47,30.0,WELCOME ISLAND (AUT),,,2017-11-22T06:00:00,ND
6049443.2017.11.25.5,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-25 05:00:00,,,5,68.0,25,,51.0,,2017,25,-1.8,-6.9,ON,6049443,,6049443.2017.11.25.5,,-11.0,,2017,11,97.84,31.0,WELCOME ISLAND (AUT),,,2017-11-25T10:00:00,ND
6049443.2017.11.25.6,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-25 06:00:00,,,6,70.0,25,,55.0,,2017,25,-3.0,-7.8,ON,6049443,,6049443.2017.11.25.6,,-13.0,,2017,11,98.01,31.0,WELCOME ISLAND (AUT),,,2017-11-25T11:00:00,ND
6049443.2017.11.28.15,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-28 15:00:00,,,15,52.0,28,,54.0,,2017,28,4.4,-4.5,ON,6049443,,6049443.2017.11.28.15,,,,2017,11,97.66,29.0,WELCOME ISLAND (AUT),,,2017-11-28T20:00:00,ND
6049443.2017.11.28.20,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-28 20:00:00,,,20,56.0,28,,57.0,,2017,29,-1.2,-8.9,ON,6049443,,6049443.2017.11.28.20,,-10.0,,2017,11,98.64,31.0,WELCOME ISLAND (AUT),,,2017-11-29T01:00:00,ND
6049443.2017.11.28.21,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-28 21:00:00,,,21,53.0,28,,57.0,,2017,29,-2.3,-10.7,ON,6049443,,6049443.2017.11.28.21,,-12.0,,2017,11,98.84,31.0,WELCOME ISLAND (AUT),,,2017-11-29T02:00:00,ND
6049443.2017.11.28.23,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-28 23:00:00,,,23,61.0,28,,53.0,,2017,29,-5.0,-11.4,ON,6049443,,6049443.2017.11.28.23,,-15.0,,2017,11,99.24,31.0,WELCOME ISLAND (AUT),,,2017-11-29T04:00:00,ND
6049443.2017.11.30.15,Feature,-89.11944444444444,48.369166666666665,,,11,M,,,2017-11-30 15:00:00,,,15,64.0,30,,52.0,,2017,30,2.0,-4.1,ON,6049443,,6049443.2017.11.30.15,,,,2017,11,98.45,30.0,WELCOME ISLAND (AUT),,,2017-11-30T20:00:00,ND
6049443.2017.12.5.6,Feature,-89.11944444444444,48.369166666666665,,,12,M,,,2017-12-05 06:00:00,,,6,98.0,5,,62.0,,2017,5,-2.1,-2.3,ON,6049443,,6049443.2017.12.5.6,,-12.0,,2017,12,95.6,29.0,WELCOME ISLAND (AUT),,,2017-12-05T11:00:00,ND
6049443.2017.12.5.7,Feature,-89.11944444444444,48.369166666666665,,,12,M,,,2017-12-05 07:00:00,,,7,97.0,5,,67.0,,2017,5,-3.4,-3.8,ON,6049443,,6049443.2017.12.5.7,,-14.0,,2017,12,95.71,28.0,WELCOME ISLAND (AUT),,,2017-12-05T12:00:00,ND
6049443.2017.12.5.8,Feature,-89.11944444444444,48.369166666666665,,,12,M,,,2017-12-05 08:00:00,,,8,96.0,5,,55.0,,2017,5,-3.8,-4.3,ON,6049443,,6049443.2017.12.5.8,,-14.0,,2017,12,95.87,28.0,WELCOME ISLAND (AUT),,,2017-12-05T13:00:00,ND
6049443.2017.12.5.10,Feature,-89.11944444444444,48.369166666666665,,,12,M,,,2017-12-05 10:00:00,,,10,95.0,5,,51.0,,2017,5,-5.4,-6.1,ON,6049443,,6049443.2017.12.5.10,,-16.0,,2017,12,96.13,28.0,WELCOME ISLAND (AUT),,,2017-12-05T15:00:00,ND
6049443.2017.12.6.4,Feature,-89.11944444444444,48.369166666666665,,,12,M,,,2017-12-06 04:00:00,,,4,80.0,6,,54.0,,2017,6,-9.5,-12.3,ON,6049443,,6049443.2017.12.6.4,,-21.0,,2017,12,97.27,29.0,WELCOME ISLAND (AUT),,,2017-12-06T09:00:00,ND
6049443.2017.12.6.5,Feature,-89.11944444444444,48.369166666666665,,,12,M,,,2017-12-06 05:00:00,,,5,80.0,6,,51.0,,2017,6,-9.4,-12.2,ON,6049443,,6049443.2017.12.6.5,,-21.0,,2017,12,97.32,29.0,WELCOME ISLAND (AUT),,,2017-12-06T10:00:00,ND
6049443.2017.12.6.13,Feature,-89.11944444444444,48.369166666666665,,,12,M,,,2017-12-06 13:00:00,,,13,71.0,6,,51.0,,2017,6,-6.8,-11.1,ON,6049443,,6049443.2017.12.6.13,,-17.0,,2017,12,97.96,31.0,WELCOME ISLAND (AUT),,,2017-12-06T18:00:00,ND
6049443.2017.12.6.11,Feature,-89.11944444444444,48.369166666666665,,,12,M,,,2017-12-06 11:00:00,,,11,77.0,6,,51.0,,2017,6,-8.1,-11.4,ON,6049443,,6049443.2017.12.6.11,,-19.0,,2017,12,97.86,31.0,WELCOME ISLAND (AUT),,,2017-12-06T16:00:00,ND
