id,type,longitude,latitude,TEMP_FLAG,HUMIDEX_FLAG,LOCAL_MONTH,PRECIP_AMOUNT_FLAG,WINDCHILL_FLAG,WIND_SPEED_FLAG,LOCAL_DATE,RELATIVE_HUMIDITY_FLAG,WEATHER_ENG_DESC,LOCAL_HOUR,RELATIVE_HUMIDITY,LOCAL_DAY,STATION_PRESSURE_FLAG,WIND_SPEED,VISIBILITY,LOCAL_YEAR,UTC_DAY,TEMP,DEW_POINT_TEMP,PROVINCE_CODE,CLIMATE_IDENTIFIER,HUMIDEX,ID,WIND_DIRECTION_FLAG,WINDCHILL,DEW_POINT_TEMP_FLAG,UTC_YEAR,UTC_MONTH,STATION_PRESSURE,WIND_DIRECTION,STATION_NAME,PRECIP_AMOUNT,VISIBILITY_FLAG,UTC_DATE,WEATHER_FRE_DESC
6158731.2020.11.15.21,Feature,-79.63055555555556,43.67666666666667,,,11,,,,2020-11-15 21:00:00,,,21,72.0,15,,57.0,24.1,2020,16,5.4,0.7,ON,6158731,,6158731.2020.11.15.21,,,,2020,11,97.97,24.0,TORONTO INTL A,,,2020-11-16T02:00:00,ND
6072223.2020.3.13.20,Feature,-79.8488888888889,47.695,,,3,,,,2020-03-13 20:00:00,,Snow,20,77.0,13,,52.0,4.0,2020,14,-0.6,-4.2,ON,6072223,,6072223.2020.3.13.20,,-9.0,,2020,3,97.69,27.0,EARLTON A,0.0,,2020-03-14T01:00:00,Neige
6144473.2020.11.15.15,Feature,-81.1511111111111,43.03305555555556,,,11,,,,2020-11-15 15:00:00,,,15,73.0,15,,58.0,24.1,2020,15,9.3,4.8,ON,6144473,,6144473.2020.11.15.15,,,,2020,11,96.02,23.0,LONDON A,,,2020-11-15T20:00:00,ND
6137286.2020.1.18.21,Feature,-79.17166666666667,43.19166666666667,,,1,,,,2020-01-18 21:00:00,,Rain,21,90.0,18,,53.0,3.2,2020,19,2.5,1.1,ON,6137286,,6137286.2020.1.18.21,,,,2020,1,98.92,25.0,ST. CATHARINES / NIAGARA DISTRICT A,,,2020-01-19T02:00:00,Pluie
6137286.2020.2.27.12,Feature,-79.17166666666667,43.19166666666667,,,2,,,,2020-02-27 12:00:00,,Blowing Snow,12,68.0,27,,52.0,24.1,2020,27,-3.9,-8.9,ON,6137286,,6137286.2020.2.27.12,,-14.0,,2020,2,99.17,26.0,ST. CATHARINES / NIAGARA DISTRICT A,,,2020-02-27T17:00:00,Poudrerie élevée
6137286.2020.3.20.11,Feature,-79.17166666666667,43.19166666666667,,,3,,,,2020-03-20 11:00:00,,,11,81.0,20,,65.0,24.1,2020,20,18.0,14.7,ON,6137286,,6137286.2020.3.20.11,,,,2020,3,99.09,23.0,ST. CATHARINES / NIAGARA DISTRICT A,,,2020-03-20T16:00:00,ND
6137286.2020.4.13.16,Feature,-79.17166666666667,43.19166666666667,,,4,,,,2020-04-13 16:00:00,,Cloudy,16,67.0,13,,51.0,24.1,2020,13,8.5,2.7,ON,6137286,,6137286.2020.4.13.16,,,,2020,4,99.02,27.0,ST. CATHARINES / NIAGARA DISTRICT A,,,2020-04-13T21:00:00,Nuageux
6106001.2020.3.20.14,Feature,-75.66666666666667,45.31666666666667,,,3,,,,2020-03-20 14:00:00,,,14,73.0,20,,54.0,24.1,2020,20,13.5,8.7,ON,6106001,,6106001.2020.3.20.14,,,,2020,3,98.29,25.0,OTTAWA INTL A,,,2020-03-20T19:00:00,ND
6153193.2020.2.27.12,Feature,-79.935,43.17361111111112,,,2,,,,2020-02-27 12:00:00,,Blowing Snow,12,62.0,27,,52.0,4.0,2020,27,-5.0,-11.2,ON,6153193,,6153193.2020.2.27.12,,-15.0,,2020,2,97.54,26.0,HAMILTON A,,,2020-02-27T17:00:00,Poudrerie élevée
6153193.2020.3.29.14,Feature,-79.935,43.17361111111112,,,3,,,,2020-03-29 14:00:00,,,14,55.0,29,,57.0,24.1,2020,29,19.0,9.9,ON,6153193,,6153193.2020.3.29.14,,,,2020,3,97.17,24.0,HAMILTON A,,,2020-03-29T19:00:00,ND
6153193.2020.3.29.15,Feature,-79.935,43.17361111111112,,,3,,,,2020-03-29 15:00:00,,,15,51.0,29,,67.0,24.1,2020,29,17.5,7.2,ON,6153193,,6153193.2020.3.29.15,,,,2020,3,97.27,25.0,HAMILTON A,,,2020-03-29T20:00:00,ND
6153193.2020.3.29.16,Feature,-79.935,43.17361111111112,,,3,,,,2020-03-29 16:00:00,,Mostly Cloudy,16,55.0,29,,67.0,24.1,2020,29,14.4,5.5,ON,6153193,,6153193.2020.3.29.16,,,,2020,3,97.42,24.0,HAMILTON A,,,2020-03-29T21:00:00,Généralement nuageux
6153193.2020.3.29.17,Feature,-79.935,43.17361111111112,,,3,,,,2020-03-29 17:00:00,,,17,56.0,29,,59.0,24.1,2020,29,12.3,3.9,ON,6153193,,6153193.2020.3.29.17,,,,2020,3,97.57,25.0,HAMILTON A,,,2020-03-29T22:00:00,ND
6153193.2020.4.26.13,Feature,-79.935,43.17361111111112,,,4,,,,2020-04-26 13:00:00,,"Rain,Fog",13,93.0,26,,52.0,6.4,2020,26,5.0,4.1,ON,6153193,,6153193.2020.4.26.13,,,,2020,4,98.52,5.0,HAMILTON A,,,2020-04-26T18:00:00,"Pluie,Brouillard"
6153193.2020.11.15.16,Feature,-79.935,43.17361111111112,,,11,,,,2020-11-15 16:00:00,,Cloudy,16,72.0,15,,57.0,24.1,2020,15,8.9,4.1,ON,6153193,,6153193.2020.11.15.16,,,,2020,11,96.65,23.0,HAMILTON A,,,2020-11-15T21:00:00,Nuageux
6153193.2020.11.15.18,Feature,-79.935,43.17361111111112,,,11,,,,2020-11-15 18:00:00,,Rain,18,71.0,15,,51.0,24.1,2020,15,7.1,2.1,ON,6153193,,6153193.2020.11.15.18,,,,2020,11,97.13,23.0,HAMILTON A,,,2020-11-15T23:00:00,Pluie
6153193.2020.11.15.19,Feature,-79.935,43.17361111111112,,,11,,,,2020-11-15 19:00:00,,Rain,19,68.0,15,,54.0,24.1,2020,16,6.9,1.5,ON,6153193,,6153193.2020.11.15.19,,,,2020,11,97.25,23.0,HAMILTON A,,,2020-11-16T00:00:00,Pluie
6153193.2020.11.15.21,Feature,-79.935,43.17361111111112,,,11,,,,2020-11-15 21:00:00,,,21,60.0,15,,56.0,24.1,2020,16,5.1,-2.1,ON,6153193,,6153193.2020.11.15.21,,,,2020,11,97.48,24.0,HAMILTON A,,,2020-11-16T02:00:00,ND
6153193.2020.11.15.23,Feature,-79.935,43.17361111111112,,,11,,,,2020-11-15 23:00:00,,,23,66.0,15,,53.0,24.1,2020,16,4.5,-1.2,ON,6153193,,6153193.2020.11.15.23,,,,2020,11,97.47,23.0,HAMILTON A,,,2020-11-16T04:00:00,ND
6131414.2020.3.6.16,Feature,-82.0825,42.30583333333333,,,3,,,,2020-03-06 16:00:00,,Snow,16,86.0,6,,55.0,11.3,2020,6,0.1,-1.9,ON,6131414,,6131414.2020.3.6.16,,,,2020,3,99.67,36.0,CHATHAM KENT,0.0,,2020-03-06T21:00:00,Neige
6131414.2020.3.29.12,Feature,-82.0825,42.30583333333333,,,3,,,,2020-03-29 12:00:00,,,12,59.0,29,,58.0,16.1,2020,29,16.4,8.5,ON,6131414,,6131414.2020.3.29.12,,,,2020,3,97.71,25.0,CHATHAM KENT,0.0,,2020-03-29T17:00:00,ND
6131414.2020.3.29.13,Feature,-82.0825,42.30583333333333,,,3,,,,2020-03-29 13:00:00,,,13,63.0,29,,65.0,16.1,2020,29,15.4,8.4,ON,6131414,,6131414.2020.3.29.13,,,,2020,3,97.8,25.0,CHATHAM KENT,0.0,,2020-03-29T18:00:00,ND
6131414.2020.3.29.14,Feature,-82.0825,42.30583333333333,,,3,,,,2020-03-29 14:00:00,,,14,67.0,29,,68.0,16.1,2020,29,13.0,7.0,ON,6131414,,6131414.2020.3.29.14,,,,2020,3,97.93,25.0,CHATHAM KENT,0.0,,2020-03-29T19:00:00,ND
6131414.2020.3.29.15,Feature,-82.0825,42.30583333333333,,,3,,,,2020-03-29 15:00:00,,,15,68.0,29,,68.0,16.1,2020,29,12.2,6.6,ON,6131414,,6131414.2020.3.29.15,,,,2020,3,98.01,25.0,CHATHAM KENT,0.0,,2020-03-29T20:00:00,ND
6131414.2020.3.29.16,Feature,-82.0825,42.30583333333333,,,3,,,,2020-03-29 16:00:00,,,16,71.0,29,,55.0,16.1,2020,29,10.8,5.7,ON,6131414,,6131414.2020.3.29.16,,,,2020,3,98.16,25.0,CHATHAM KENT,0.0,,2020-03-29T21:00:00,ND
6131414.2020.4.13.12,Feature,-82.0825,42.30583333333333,,,4,,,,2020-04-13 12:00:00,,,12,77.0,13,,59.0,16.1,2020,13,7.8,4.0,ON,6131414,,6131414.2020.4.13.12,,,,2020,4,97.57,29.0,CHATHAM KENT,0.0,,2020-04-13T17:00:00,ND
6131414.2020.4.13.13,Feature,-82.0825,42.30583333333333,,,4,,,,2020-04-13 13:00:00,,,13,69.0,13,,58.0,16.1,2020,13,7.7,2.4,ON,6131414,,6131414.2020.4.13.13,,,,2020,4,97.82,28.0,CHATHAM KENT,0.0,,2020-04-13T18:00:00,ND
6131414.2020.4.13.14,Feature,-82.0825,42.30583333333333,,,4,,,,2020-04-13 14:00:00,,,14,63.0,13,,55.0,16.1,2020,13,8.5,1.9,ON,6131414,,6131414.2020.4.13.14,,,,2020,4,98.04,29.0,CHATHAM KENT,0.0,,2020-04-13T19:00:00,ND
6131414.2020.4.13.15,Feature,-82.0825,42.30583333333333,,,4,,,,2020-04-13 15:00:00,,,15,63.0,13,,54.0,16.1,2020,13,7.0,0.5,ON,6131414,,6131414.2020.4.13.15,,,,2020,4,98.28,30.0,CHATHAM KENT,0.0,,2020-04-13T20:00:00,ND
6131414.2020.6.10.0,Feature,-82.0825,42.30583333333333,,,6,,,,2020-06-10 00:00:00,,"Thunderstorms,Rain",0,85.0,10,,54.0,6.4,2020,10,23.5,20.9,ON,6131414,32.0,6131414.2020.6.10.0,,,,2020,6,98.41,23.0,CHATHAM KENT,1.0,,2020-06-10T05:00:00,"Orages,Pluie"
6131414.2020.11.15.12,Feature,-82.0825,42.30583333333333,,,11,,,,2020-11-15 12:00:00,,,12,84.0,15,,54.0,16.1,2020,15,12.6,10.0,ON,6131414,,6131414.2020.11.15.12,,,,2020,11,97.01,20.0,CHATHAM KENT,0.0,,2020-11-15T17:00:00,ND
6131414.2020.11.15.14,Feature,-82.0825,42.30583333333333,,,11,,,,2020-11-15 14:00:00,,,14,73.0,15,,67.0,16.1,2020,15,9.0,4.4,ON,6131414,,6131414.2020.11.15.14,,,,2020,11,97.11,25.0,CHATHAM KENT,0.0,,2020-11-15T19:00:00,ND
6131414.2020.11.15.15,Feature,-82.0825,42.30583333333333,,,11,,,,2020-11-15 15:00:00,,,15,74.0,15,,71.0,16.1,2020,15,7.5,3.1,ON,6131414,,6131414.2020.11.15.15,,,,2020,11,97.39,26.0,CHATHAM KENT,0.0,,2020-11-15T20:00:00,ND
6131414.2020.11.15.16,Feature,-82.0825,42.30583333333333,,,11,,,,2020-11-15 16:00:00,,,16,74.0,15,,54.0,16.1,2020,15,7.1,2.8,ON,6131414,,6131414.2020.11.15.16,,,,2020,11,97.67,26.0,CHATHAM KENT,0.0,,2020-11-15T21:00:00,ND
6131414.2020.11.15.17,Feature,-82.0825,42.30583333333333,,,11,,,,2020-11-15 17:00:00,,,17,74.0,15,,52.0,16.1,2020,15,6.5,2.2,ON,6131414,,6131414.2020.11.15.17,,,,2020,11,97.86,25.0,CHATHAM KENT,0.0,,2020-11-15T22:00:00,ND
6131414.2020.11.15.18,Feature,-82.0825,42.30583333333333,,,11,,,,2020-11-15 18:00:00,,,18,67.0,15,,55.0,16.1,2020,15,6.2,0.6,ON,6131414,,6131414.2020.11.15.18,,,,2020,11,97.97,25.0,CHATHAM KENT,0.0,,2020-11-15T23:00:00,ND
6073976.2020.4.18.12,Feature,-82.46833333333333,49.41166666666667,,,4,,,,2020-04-18 12:00:00,,,12,39.0,18,,53.0,24.1,2020,18,6.3,-6.6,ON,6073976,,6073976.2020.4.18.12,,,,2020,4,96.99,21.0,KAPUSKASING A,,,2020-04-18T17:00:00,ND
6073976.2020.4.18.15,Feature,-82.46833333333333,49.41166666666667,,,4,,,,2020-04-18 15:00:00,,,15,47.0,18,,55.0,24.1,2020,18,6.7,-3.8,ON,6073976,,6073976.2020.4.18.15,,,,2020,4,96.7,21.0,KAPUSKASING A,,,2020-04-18T20:00:00,ND
6073976.2020.6.10.14,Feature,-82.46833333333333,49.41166666666667,,,6,,,,2020-06-10 14:00:00,,,14,77.0,10,,53.0,24.1,2020,10,20.1,16.1,ON,6073976,25.0,6073976.2020.6.10.14,,,,2020,6,96.16,20.0,KAPUSKASING A,,,2020-06-10T19:00:00,ND
6073976.2020.6.10.15,Feature,-82.46833333333333,49.41166666666667,,,6,,,,2020-06-10 15:00:00,,,15,74.0,10,,53.0,24.1,2020,10,19.6,14.8,ON,6073976,,6073976.2020.6.10.15,,,,2020,6,96.23,21.0,KAPUSKASING A,,,2020-06-10T20:00:00,ND
6073976.2020.11.2.19,Feature,-82.46833333333333,49.41166666666667,,,11,,,,2020-11-02 19:00:00,,"Snow,Blowing Snow",19,75.0,2,,55.0,11.3,2020,3,-3.7,-7.5,ON,6073976,,6073976.2020.11.2.19,,-14.0,,2020,11,97.72,32.0,KAPUSKASING A,,,2020-11-03T00:00:00,"Neige,Poudrerie élevée"
6068153.2020.11.1.21,Feature,-80.79777777777778,46.62555555555556,,,11,,,,2020-11-01 21:00:00,,Snow,21,73.0,1,,53.0,16.1,2020,2,-3.6,-7.8,ON,6068153,,6068153.2020.11.1.21,,-13.0,,2020,11,96.93,34.0,SUDBURY A,,,2020-11-02T02:00:00,Neige
6068153.2020.12.12.16,Feature,-80.79777777777778,46.62555555555556,,,12,,,,2020-12-12 16:00:00,,Blowing Snow,16,90.0,12,,51.0,1.0,2020,12,-5.7,-7.1,ON,6068153,,6068153.2020.12.12.16,,-16.0,,2020,12,96.67,4.0,SUDBURY A,,,2020-12-12T21:00:00,Poudrerie élevée
6093005.2020.1.9.13,Feature,-82.95,45.63333333333333,,,1,,,,2020-01-09 13:00:00,,,13,82.0,9,,55.0,,2020,9,-1.0,-3.7,ON,6093005,,6093005.2020.1.9.13,,-10.0,,2020,1,100.16,16.0,GREAT DUCK ISLAND (AUT),,,2020-01-09T18:00:00,ND
6093005.2020.1.9.14,Feature,-82.95,45.63333333333333,,,1,,,,2020-01-09 14:00:00,,,14,83.0,9,,52.0,,2020,9,-0.3,-2.8,ON,6093005,,6093005.2020.1.9.14,,-9.0,,2020,1,100.04,16.0,GREAT DUCK ISLAND (AUT),,,2020-01-09T19:00:00,ND
6093005.2020.1.9.15,Feature,-82.95,45.63333333333333,,,1,,,,2020-01-09 15:00:00,,,15,82.0,9,,52.0,,2020,9,-0.1,-2.7,ON,6093005,,6093005.2020.1.9.15,,-8.0,,2020,1,99.87,16.0,GREAT DUCK ISLAND (AUT),,,2020-01-09T20:00:00,ND
6093005.2020.10.17.19,Feature,-82.95,45.63333333333333,,,10,,,,2020-10-17 19:00:00,,,19,70.0,17,,51.0,,2020,18,9.4,4.1,ON,6093005,,6093005.2020.10.17.19,,,,2020,10,99.46,17.0,GREAT DUCK ISLAND (AUT),,,2020-10-18T00:00:00,ND
6093005.2020.10.17.20,Feature,-82.95,45.63333333333333,,,10,,,,2020-10-17 20:00:00,,,20,67.0,17,,51.0,,2020,18,10.6,4.7,ON,6093005,,6093005.2020.10.17.20,,,,2020,10,99.38,18.0,GREAT DUCK ISLAND (AUT),,,2020-10-18T01:00:00,ND
6093005.2020.10.17.22,Feature,-82.95,45.63333333333333,,,10,,,,2020-10-17 22:00:00,,,22,64.0,17,,52.0,,2020,18,11.7,5.0,ON,6093005,,6093005.2020.10.17.22,,,,2020,10,99.28,20.0,GREAT DUCK ISLAND (AUT),,,2020-10-18T03:00:00,ND
6093005.2020.10.31.17,Feature,-82.95,45.63333333333333,,,10,,,,2020-10-31 17:00:00,,,17,71.0,31,,51.0,,2020,31,7.4,2.5,ON,6093005,,6093005.2020.10.31.17,,,,2020,10,99.36,19.0,GREAT DUCK ISLAND (AUT),,,2020-10-31T22:00:00,ND
6093005.2020.10.31.22,Feature,-82.95,45.63333333333333,,,10,,,,2020-10-31 22:00:00,,,22,70.0,31,,54.0,,2020,1,8.6,3.4,ON,6093005,,6093005.2020.10.31.22,,,,2020,11,98.72,21.0,GREAT DUCK ISLAND (AUT),,,2020-11-01T03:00:00,ND
6093005.2020.11.15.1,Feature,-82.95,45.63333333333333,,,11,,,,2020-11-15 01:00:00,,,1,76.0,15,,53.0,,2020,15,7.4,3.5,ON,6093005,,6093005.2020.11.15.1,,,,2020,11,98.63,17.0,GREAT DUCK ISLAND (AUT),,,2020-11-15T06:00:00,ND
6093005.2020.11.15.8,Feature,-82.95,45.63333333333333,,,11,,,,2020-11-15 08:00:00,,,8,90.0,15,,54.0,,2020,15,8.0,6.5,ON,6093005,,6093005.2020.11.15.8,,,,2020,11,96.98,17.0,GREAT DUCK ISLAND (AUT),,,2020-11-15T13:00:00,ND
6093005.2020.11.15.9,Feature,-82.95,45.63333333333333,,,11,,,,2020-11-15 09:00:00,,,9,90.0,15,,52.0,,2020,15,8.3,6.7,ON,6093005,,6093005.2020.11.15.9,,,,2020,11,96.78,18.0,GREAT DUCK ISLAND (AUT),,,2020-11-15T14:00:00,ND
6093005.2020.11.15.16,Feature,-82.95,45.63333333333333,,,11,,,,2020-11-15 16:00:00,,,16,84.0,15,,56.0,,2020,15,6.4,3.9,ON,6093005,,6093005.2020.11.15.16,,,,2020,11,96.15,27.0,GREAT DUCK ISLAND (AUT),,,2020-11-15T21:00:00,ND
6093005.2020.11.15.18,Feature,-82.95,45.63333333333333,,,11,,,,2020-11-15 18:00:00,,,18,87.0,15,,53.0,,2020,15,5.6,3.6,ON,6093005,,6093005.2020.11.15.18,,,,2020,11,96.59,28.0,GREAT DUCK ISLAND (AUT),,,2020-11-15T23:00:00,ND
6093005.2020.11.15.19,Feature,-82.95,45.63333333333333,,,11,,,,2020-11-15 19:00:00,,,19,87.0,15,,54.0,,2020,16,5.5,3.5,ON,6093005,,6093005.2020.11.15.19,,,,2020,11,96.77,28.0,GREAT DUCK ISLAND (AUT),,,2020-11-16T00:00:00,ND
6093005.2020.11.15.20,Feature,-82.95,45.63333333333333,,,11,,,,2020-11-15 20:00:00,,,20,87.0,15,,52.0,,2020,16,5.3,3.3,ON,6093005,,6093005.2020.11.15.20,,,,2020,11,96.92,28.0,GREAT DUCK ISLAND (AUT),,,2020-11-16T01:00:00,ND
6093005.2020.11.15.22,Feature,-82.95,45.63333333333333,,,11,,,,2020-11-15 22:00:00,,,22,86.0,15,,52.0,,2020,16,4.7,2.6,ON,6093005,,6093005.2020.11.15.22,,,,2020,11,97.22,29.0,GREAT DUCK ISLAND (AUT),,,2020-11-16T03:00:00,ND
6093005.2020.12.23.7,Feature,-82.95,45.63333333333333,,,12,,,,2020-12-23 07:00:00,,,7,82.0,23,,53.0,,2020,23,4.4,1.7,ON,6093005,,6093005.2020.12.23.7,,,,2020,12,99.06,17.0,GREAT DUCK ISLAND (AUT),,,2020-12-23T12:00:00,ND
6093005.2020.12.23.8,Feature,-82.95,45.63333333333333,,,12,,,,2020-12-23 08:00:00,,,8,83.0,23,,53.0,,2020,23,4.7,2.0,ON,6093005,,6093005.2020.12.23.8,,,,2020,12,98.98,18.0,GREAT DUCK ISLAND (AUT),,,2020-12-23T13:00:00,ND
6158875.2021.2.5.16,Feature,-77.52805555555555,44.11888888888889,,,2,,,,2021-02-05 16:00:00,,Snow Showers,16,62.0,5,,59.0,24.1,2021,5,-2.2,-7.7,ON,6158875,,6158875.2021.2.5.16,,-12.0,,2021,2,99.04,24.0,TRENTON A,,,2021-02-05T21:00:00,Averses de neige
6158875.2021.3.1.15,Feature,-77.52805555555555,44.11888888888889,,,3,,,,2021-03-01 15:00:00,,Mostly Cloudy,15,47.0,1,,52.0,24.1,2021,1,-0.9,-9.8,ON,6158875,,6158875.2021.3.1.15,,-10.0,,2021,3,99.78,28.0,TRENTON A,,,2021-03-01T20:00:00,Généralement nuageux
6158875.2021.3.1.16,Feature,-77.52805555555555,44.11888888888889,,,3,,,,2021-03-01 16:00:00,,Snow Showers,16,59.0,1,,54.0,16.1,2021,1,-3.4,-9.5,ON,6158875,,6158875.2021.3.1.16,,-13.0,,2021,3,99.91,28.0,TRENTON A,,,2021-03-01T21:00:00,Averses de neige
6158875.2021.3.12.17,Feature,-77.52805555555555,44.11888888888889,,,3,,,,2021-03-12 17:00:00,,Clear,17,39.0,12,,54.0,24.1,2021,12,3.6,-8.0,ON,6158875,,6158875.2021.3.12.17,,,,2021,3,100.85,29.0,TRENTON A,,,2021-03-12T22:00:00,Dégagé
6158875.2021.12.6.20,Feature,-77.52805555555555,44.11888888888889,,,12,,,,2021-12-06 20:00:00,,,20,59.0,6,,55.0,24.1,2021,7,2.1,-4.4,ON,6158875,,6158875.2021.12.6.20,,,,2021,12,99.34,25.0,TRENTON A,,,2021-12-07T01:00:00,ND
6158875.2021.12.11.17,Feature,-77.52805555555555,44.11888888888889,,,12,,,,2021-12-11 17:00:00,,,17,57.0,11,,59.0,24.1,2021,11,10.8,2.5,ON,6158875,,6158875.2021.12.11.17,,,,2021,12,97.85,22.0,TRENTON A,,,2021-12-11T22:00:00,ND
6158875.2021.12.11.18,Feature,-77.52805555555555,44.11888888888889,,,12,,,,2021-12-11 18:00:00,,,18,68.0,11,,57.0,24.1,2021,11,6.9,1.3,ON,6158875,,6158875.2021.12.11.18,,,,2021,12,98.2,22.0,TRENTON A,,,2021-12-11T23:00:00,ND
6158875.2021.12.11.20,Feature,-77.52805555555555,44.11888888888889,,,12,,,,2021-12-11 20:00:00,,,20,61.0,11,,59.0,24.1,2021,12,5.5,-1.2,ON,6158875,,6158875.2021.12.11.20,,,,2021,12,98.62,25.0,TRENTON A,,,2021-12-12T01:00:00,ND
6158875.2021.12.11.21,Feature,-77.52805555555555,44.11888888888889,,,12,,,,2021-12-11 21:00:00,,Rain Showers,21,66.0,11,,52.0,12.9,2021,12,4.7,-0.9,ON,6158875,,6158875.2021.12.11.21,,,,2021,12,98.87,25.0,TRENTON A,,,2021-12-12T02:00:00,Averses de pluie
6158875.2021.12.11.22,Feature,-77.52805555555555,44.11888888888889,,,12,,,,2021-12-11 22:00:00,,,22,55.0,11,,52.0,24.1,2021,12,4.6,-3.3,ON,6158875,,6158875.2021.12.11.22,,,,2021,12,99.13,27.0,TRENTON A,,,2021-12-12T03:00:00,ND
6049443.2021.1.21.2,Feature,-89.11944444444444,48.369166666666665,,,1,,,,2021-01-21 02:00:00,,,2,71.0,21,,57.0,,2021,21,0.5,-4.1,ON,6049443,,6049443.2021.1.21.2,,,,2021,1,96.29,29.0,WELCOME ISLAND (AUT),,,2021-01-21T07:00:00,ND
6049443.2021.1.21.3,Feature,-89.11944444444444,48.369166666666665,,,1,,,,2021-01-21 03:00:00,,,3,67.0,21,,67.0,,2021,21,0.0,-5.5,ON,6049443,,6049443.2021.1.21.3,,-9.0,,2021,1,96.38,30.0,WELCOME ISLAND (AUT),,,2021-01-21T08:00:00,ND
6049443.2021.1.21.16,Feature,-89.11944444444444,48.369166666666665,,,1,,,,2021-01-21 16:00:00,,,16,71.0,21,,61.0,,2021,21,-10.9,-15.1,ON,6049443,,6049443.2021.1.21.16,,-24.0,,2021,1,97.76,32.0,WELCOME ISLAND (AUT),,,2021-01-21T21:00:00,ND
6049443.2021.1.21.18,Feature,-89.11944444444444,48.369166666666665,,,1,,,,2021-01-21 18:00:00,,,18,72.0,21,,57.0,,2021,21,-13.2,-17.2,ON,6049443,,6049443.2021.1.21.18,,-27.0,,2021,1,98.13,31.0,WELCOME ISLAND (AUT),,,2021-01-21T23:00:00,ND
6049443.2021.1.21.19,Feature,-89.11944444444444,48.369166666666665,,,1,,,,2021-01-21 19:00:00,,,19,71.0,21,,55.0,,2021,22,-13.8,-18.0,ON,6049443,,6049443.2021.1.21.19,,-27.0,,2021,1,98.23,31.0,WELCOME ISLAND (AUT),,,2021-01-22T00:00:00,ND
6049443.2021.2.5.6,Feature,-89.11944444444444,48.369166666666665,,,2,,,,2021-02-05 06:00:00,,,6,82.0,5,,52.0,,2021,5,-12.1,-14.6,ON,6049443,,6049443.2021.2.5.6,,-25.0,,2021,2,96.42,31.0,WELCOME ISLAND (AUT),,,2021-02-05T11:00:00,ND
6049443.2021.2.5.7,Feature,-89.11944444444444,48.369166666666665,,,2,,,,2021-02-05 07:00:00,,,7,78.0,5,,54.0,,2021,5,-13.3,-16.2,ON,6049443,,6049443.2021.2.5.7,,-27.0,,2021,2,96.49,30.0,WELCOME ISLAND (AUT),,,2021-02-05T12:00:00,ND
6049443.2021.2.5.8,Feature,-89.11944444444444,48.369166666666665,,,2,,,,2021-02-05 08:00:00,,,8,79.0,5,,57.0,,2021,5,-14.4,-17.3,ON,6049443,,6049443.2021.2.5.8,,-28.0,,2021,2,96.53,30.0,WELCOME ISLAND (AUT),,,2021-02-05T13:00:00,ND
6049443.2021.2.5.12,Feature,-89.11944444444444,48.369166666666665,,,2,,,,2021-02-05 12:00:00,,,12,76.0,5,,52.0,,2021,5,-16.2,-19.4,ON,6049443,,6049443.2021.2.5.12,,-30.0,,2021,2,96.69,30.0,WELCOME ISLAND (AUT),,,2021-02-05T17:00:00,ND
6049443.2021.2.6.5,Feature,-89.11944444444444,48.369166666666665,,,2,,,,2021-02-06 05:00:00,,,5,72.0,6,,52.0,,2021,6,-17.3,-21.2,ON,6049443,,6049443.2021.2.6.5,,-32.0,,2021,2,97.71,30.0,WELCOME ISLAND (AUT),,,2021-02-06T10:00:00,ND
6049443.2021.2.28.19,Feature,-89.11944444444444,48.369166666666665,,,2,,,,2021-02-28 19:00:00,,,19,67.0,28,,52.0,,2021,1,-5.9,-11.1,ON,6049443,,6049443.2021.2.28.19,,-16.0,,2021,3,98.05,31.0,WELCOME ISLAND (AUT),,,2021-03-01T00:00:00,ND
6049443.2021.2.28.22,Feature,-89.11944444444444,48.369166666666665,,,2,,,,2021-02-28 22:00:00,,,22,66.0,28,,54.0,,2021,1,-9.6,-14.7,ON,6049443,,6049443.2021.2.28.22,,-22.0,,2021,3,98.45,30.0,WELCOME ISLAND (AUT),,,2021-03-01T03:00:00,ND
6049443.2021.2.28.23,Feature,-89.11944444444444,48.369166666666665,,,2,,,,2021-02-28 23:00:00,,,23,70.0,28,,55.0,,2021,1,-10.5,-14.9,ON,6049443,,6049443.2021.2.28.23,,-23.0,,2021,3,98.58,31.0,WELCOME ISLAND (AUT),,,2021-03-01T04:00:00,ND
6049443.2021.3.12.1,Feature,-89.11944444444444,48.369166666666665,,,3,,,,2021-03-12 01:00:00,,,1,64.0,12,,53.0,,2021,12,-4.2,-10.1,ON,6049443,,6049443.2021.3.12.1,,-14.0,,2021,3,99.11,30.0,WELCOME ISLAND (AUT),,,2021-03-12T06:00:00,ND
6049443.2021.3.12.3,Feature,-89.11944444444444,48.369166666666665,,,3,,,,2021-03-12 03:00:00,,,3,50.0,12,,52.0,,2021,12,-7.5,-16.2,ON,6049443,,6049443.2021.3.12.3,,-19.0,,2021,3,99.48,29.0,WELCOME ISLAND (AUT),,,2021-03-12T08:00:00,ND
6049443.2021.3.30.22,Feature,-89.11944444444444,48.369166666666665,,,3,,,,2021-03-30 22:00:00,,,22,53.0,30,,55.0,,2021,31,-2.8,-11.1,ON,6049443,,6049443.2021.3.30.22,,-12.0,,2021,3,98.2,29.0,WELCOME ISLAND (AUT),,,2021-03-31T03:00:00,ND
